Target,Toxins,Drug,Approval_yr,Action,NCT_ID,URL,Phase,Status,Outcome_type,Biomarker_category,Measure,Time_frame,Conditions,PD_neuro
ESR1,dieldrin,Tamoxifen,1977,MODULATOR,NCT03112031,https://clinicaltrials.gov/study/NCT03112031,Phase 2,Completed,secondary,fluid_molecular,"Blood and CSF concentrations of amphotericin, Tamoxifen and fluconazole","During hospital stay, an average of 10 w",Hiv; Meningitis; Meningitis Streptococcal; Meningoencephalitis,No
ESR1,dieldrin,Tamoxifen,1977,MODULATOR,NCT06942039,https://clinicaltrials.gov/study/NCT06942039,Early Phase 1,Recruiting,other,fluid_molecular,"To test the feasibility of prospective banking of tumor tissue, serial plasma and cerebrospinal fluid (CSF) for all enrolled patients",Through completion of study treatment (a,Atypical Teratoid Rhabdoid Tumor; CNS Embryonal Tumor; CNS Embryonal Tumor With Rhabdoid Features; CNS Embryon,No
ESR1,dieldrin,Bazedoxifene,2009,MODULATOR,NCT02237079,https://clinicaltrials.gov/study/NCT02237079,Phase 4,Completed,secondary,inflammation,Measure Change in C-Reactive Protein (CRP),Change at 3 months from baseline,Glucose Homeostasis; Obesity; Postmenopausal Symptoms,No
ESR1,dieldrin,Bazedoxifene,2009,MODULATOR,NCT03981341,https://clinicaltrials.gov/study/NCT03981341,Phase 3,Unknown,secondary,inflammation,C-reactive protein,Changes between baseline and after 3 mon,Oxidative Stress; Post Menopausal; Sleep Apnea,No
ESR1,dieldrin,Clomiphene,1967,MODULATOR,NCT02651688,https://clinicaltrials.gov/study/NCT02651688,Phase 2,Completed,primary,inflammation,Change From Baseline in Blood C-reactive Protein (CRP) Level at Week 48,Baseline (Day 0) to Week 48,Acquired Hypogonadotropic Hypogonadism; Obesity,No
ESR1,dieldrin,Clomiphene,1967,MODULATOR,NCT02651688,https://clinicaltrials.gov/study/NCT02651688,Phase 2,Completed,primary,inflammation,Change From Baseline in Blood Interleukin-6 (IL-6) Level at Week 48,Baseline (Day 0) to Week 48,Acquired Hypogonadotropic Hypogonadism; Obesity,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT00236301,https://clinicaltrials.gov/study/NCT00236301,Phase 3,Terminated,primary,inflammation,Hs-C-reactive protein,2 months,Healthy Symptomatic Menopausal Women,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT00236301,https://clinicaltrials.gov/study/NCT00236301,Phase 3,Terminated,secondary,inflammation,"Interleukin (IL-6, IL-18, IL-10), TNF-alpha, apoptotic microparticles, homocysteine, total cholesterol/HDL cholesterol, Lp(a), interleukin 6, ICAM soluble,",2 months,Healthy Symptomatic Menopausal Women,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT00361075,https://clinicaltrials.gov/study/NCT00361075,Phase 4,Completed,secondary,inflammation,Adipocytokines,,Cardiovascular Disease; Menopause; Postmenopause; Premenopause,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT00511355,https://clinicaltrials.gov/study/NCT00511355,Phase 3,Completed,primary,inflammation,Serum Concentration of C-Reactive Protein (CRP),Baseline and Cycle 6 (between Days 15 an,Contraception,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT01448291,https://clinicaltrials.gov/study/NCT01448291,Phase 4,Unknown,primary,inflammation,"Determine biomarkers of inflammation, including defensins and cytokines, concentrations in women with normal vaginal flora (Nugent Score 0 - 3) after 3 months of NuvaRing® use",3 months,"Vaginosis, Bacterial",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT02224313,https://clinicaltrials.gov/study/NCT02224313,Phase 3,Completed,primary,inflammation,Vaginal Cytokines at Baseline,At baseline visit,Menopause,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT02224313,https://clinicaltrials.gov/study/NCT02224313,Phase 3,Completed,secondary,inflammation,Vaginal Cytokines During Follow-up,At 14 days and 28 days follow-up,Menopause,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT02467673,https://clinicaltrials.gov/study/NCT02467673,Phase 2,Completed,secondary,inflammation,C-reactive protein levels after treatment,12 weeks,Menopausal Syndrome,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT03844412,https://clinicaltrials.gov/study/NCT03844412,Phase 2,Completed,primary,inflammation,Change in inflammation as measured by cytokine expression levels,"Baseline, 16 weeks",Back Pain; Chronic Fatigue Syndrome; Endometriosis; Fibromyalgia Syndrome; Interstitial Cystitis; Irritable Bo,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT03844412,https://clinicaltrials.gov/study/NCT03844412,Phase 2,Completed,secondary,inflammation,Change in cytokine biomarkers at other time points,8 weeks and 24 weeks,Back Pain; Chronic Fatigue Syndrome; Endometriosis; Fibromyalgia Syndrome; Interstitial Cystitis; Irritable Bo,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT04079218,https://clinicaltrials.gov/study/NCT04079218,Phase 4,Completed,secondary,inflammation,Change in Vaginal Cytokine and Chemokine Concentrations,Between baseline (Visit 2) and 6 weeks a,Aging; Atrophic Vaginitis; Dysbiosis; HIV Infection; Menopause; Menopause Related Conditions; Premature Aging;,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-4 (Interleukin 4) on the on the day of progesterone rise (NC) or first day of progesterone administration (HRT),1 day,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-10 (Interleukin 10) on the on the day of progesterone rise (NC) or first day of progesterone administration (HRT),1 day,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-17 (Interleukin 17) on the on the day of progesterone rise (NC) or first day of progesterone administration (HRT),1 day,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-4 (Interleukin 4) on the day before embryo transfer,1 day,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-10 (Interleukin 10) on the day before embryo transfer,1 day,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-17 (Interleukin 17) on the day before embryo transfer,1 day,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-4 (Interleukin 4) on the day of embryo transfer,1 day,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-10 (Interleukin 10) on the day of embryo transfer,1 day,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-17 (Interleukin 17) on the day of embryo transfer,1 day,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-4 (Interleukin 4) three days after embryo transfer,3 days,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-10 (Interleukin 10) three days after embryo transfer,3 days,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-17 (Interleukin 17) three days after embryo transfer,3 days,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-4 (Interleukin 4) ten days after embryo transfer,10 days,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-10 (Interleukin 10) ten days after embryo transfer,10 days,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-17 (Interleukin 17) ten days after embryo transfer,10 days,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-4 (Interleukin 4) in case of pregnancy at 5 weeks +/- 3 days,5 weeks,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-10 (Interleukin 10) in case of pregnancy at 5 weeks +/- 3 days,5 weeks,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05473273,https://clinicaltrials.gov/study/NCT05473273,,Recruiting,primary,inflammation,Blood levels of IL-17 (Interleukin 17) in case of pregnancy at 5 weeks +/- 3 days,5 weeks,"Infertility, Female",No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05551949,https://clinicaltrials.gov/study/NCT05551949,Phase 4,Completed,primary,inflammation,Change in Vaginal Interleukin-6 level,Baseline and 12 weeks,Cystitis Recurrent; Recurrent Urinary Tract Infection; Urinary Tract Infections,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT05551949,https://clinicaltrials.gov/study/NCT05551949,Phase 4,Completed,primary,inflammation,Change in Urinary Interleukin-6 level,Baseline and 12 weeks,Cystitis Recurrent; Recurrent Urinary Tract Infection; Urinary Tract Infections,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT06264882,https://clinicaltrials.gov/study/NCT06264882,Phase 4,Recruiting,other,inflammation,Pro-inflammatory cytokines,Baseline and at 2 and 20 weeks,Adiposity; Aging; Estrogen Deficiency; Menopause,No
ESR1,dieldrin,Estrogens,1942,AGONIST,NCT02237079,https://clinicaltrials.gov/study/NCT02237079,Phase 4,Completed,secondary,inflammation,Measure Change in C-Reactive Protein (CRP),Change at 3 months from baseline,Glucose Homeostasis; Obesity; Postmenopausal Symptoms,No
ESR1,dieldrin,Estrogens,1942,AGONIST,NCT03981341,https://clinicaltrials.gov/study/NCT03981341,Phase 3,Unknown,secondary,inflammation,C-reactive protein,Changes between baseline and after 3 mon,Oxidative Stress; Post Menopausal; Sleep Apnea,No
ESR1,dieldrin,Estrogens,1942,AGONIST,NCT03996603,https://clinicaltrials.gov/study/NCT03996603,Phase 4,Completed,other,inflammation,"Bladder Inflammatory Biomarkers (IL-1B, IL-4, IL-6, IL-8, IL-10, TNF-a, MCP-1, GM-CSF)","Baseline, 8 weeks",Female Urogenital Diseases; Genitourinary Disease; Postmenopausal Atrophic Vaginitis; Postmenopausal Symptoms;,No
ESR1,dieldrin,Estrogens,1942,AGONIST,NCT03996603,https://clinicaltrials.gov/study/NCT03996603,Phase 4,Completed,other,inflammation,"Rectal Inflammatory Biomarkers (IL-1B, IL-4, IL-6, IL-8, IL-10, TNF-a, MCP-1, GM-CSF)","Baseline, 8 weeks",Female Urogenital Diseases; Genitourinary Disease; Postmenopausal Atrophic Vaginitis; Postmenopausal Symptoms;,No
ESR1,dieldrin,Estrogens,1942,AGONIST,NCT03996603,https://clinicaltrials.gov/study/NCT03996603,Phase 4,Completed,secondary,inflammation,"Vaginal Inflammatory Biomarkers: IL-1B, IL-4, IL-6, IL-8, IL-10, TNF-a, MCP-1, GM-CSF","Baseline, 8 weeks",Female Urogenital Diseases; Genitourinary Disease; Postmenopausal Atrophic Vaginitis; Postmenopausal Symptoms;,No
ESR1,dieldrin,Ethinyl Estradiol,1982,AGONIST,NCT00511355,https://clinicaltrials.gov/study/NCT00511355,Phase 3,Completed,primary,inflammation,Serum Concentration of C-Reactive Protein (CRP),Baseline and Cycle 6 (between Days 15 an,Contraception,No
ESR1,dieldrin,Ethinyl Estradiol,1982,AGONIST,NCT01448291,https://clinicaltrials.gov/study/NCT01448291,Phase 4,Unknown,primary,inflammation,"Determine biomarkers of inflammation, including defensins and cytokines, concentrations in women with normal vaginal flora (Nugent Score 0 - 3) after 3 months of NuvaRing® use",3 months,"Vaginosis, Bacterial",No
ESR1,dieldrin,Raloxifene,1997,MODULATOR,NCT00723398,https://clinicaltrials.gov/study/NCT00723398,N/A,Completed,secondary,inflammation,Changes in Serum Biomarkers for Inflammation From Levels of High Sensitivity C-reactive Protein (hsCRP) and Interleukin 6 (IL-6),1 Year,Breast Cancer,No
ESR1,dieldrin,Bazedoxifene,2009,MODULATOR,NCT04821141,https://clinicaltrials.gov/study/NCT04821141,Phase 2,Active Not Recruiting,other,genomic,change in gene expression,baselne to 6 months,Breast Cancer; Risk Reduction,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT04797728,https://clinicaltrials.gov/study/NCT04797728,Early Phase 1,Completed,secondary,genomic,Gene expression change (post-treatment/pre-treatment),After 4 weeks (+/- 2 days) of elacestran,Breast Cancer; Hormone Receptor Positive Breast Carcinoma,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT04797728,https://clinicaltrials.gov/study/NCT04797728,Early Phase 1,Completed,secondary,genomic,Global gene expression changes,After 4 weeks (+/- 2 days) of elacestran,Breast Cancer; Hormone Receptor Positive Breast Carcinoma,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT04797728,https://clinicaltrials.gov/study/NCT04797728,Early Phase 1,Completed,secondary,genomic,Gene expression-based signature of response,After 4 weeks (+/- 2 days) of elacestran,Breast Cancer; Hormone Receptor Positive Breast Carcinoma,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT04797728,https://clinicaltrials.gov/study/NCT04797728,Early Phase 1,Completed,secondary,genomic,Changes in the distribution of somatic mutations,After 4 weeks (+/- 2 days) of elacestran,Breast Cancer; Hormone Receptor Positive Breast Carcinoma,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT04797728,https://clinicaltrials.gov/study/NCT04797728,Early Phase 1,Completed,secondary,genomic,ctDNA (post-treatment/pre-treatment),After 4 weeks (+/- 2 days) of elacestran,Breast Cancer; Hormone Receptor Positive Breast Carcinoma,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT05963997,https://clinicaltrials.gov/study/NCT05963997,Phase 1,Completed,secondary,genomic,Genotyping for ESR1 and TP53 mutations,Screening,Breast Cancer; Locally Advanced Breast Cancer; Metastatic Breast Cancer,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT06075953,https://clinicaltrials.gov/study/NCT06075953,Phase 2,Recruiting,other,genomic,Assess Germ Line polygenic risk: assess correlation of detectable mutations with endocrine response and qualification for active surveillance at 7 months,7 months,Ductal Carcinoma in Situ,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT06382948,https://clinicaltrials.gov/study/NCT06382948,Phase 3,Recruiting,other,genomic,Exploratory endpoint: analysis of allele mutation frequencies in circulating tumor DNA (ctDNA) in blood samples to investigate the potential association with clinical outcomes.,"Until disease progression, treatment dis",Advanced Breast Cancer; ER-positive Breast Cancer; ESR1 Gene Mutation; HER2-negative Breast Cancer,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT06923527,https://clinicaltrials.gov/study/NCT06923527,Phase 2,Recruiting,primary,genomic,Assessing Elacestrant's Impact on ctDNA Clearance in ER+HER2- Breast Cancer Patients,Every 3 months during the treatment phas,ER+ Breast Cancer,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT06923527,https://clinicaltrials.gov/study/NCT06923527,Phase 2,Recruiting,secondary,genomic,Incidence of ctDNA Positivity in Screened ER+HER2- Breast Cancer Patients,At baseline screening prior to treatment,ER+ Breast Cancer,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT06923527,https://clinicaltrials.gov/study/NCT06923527,Phase 2,Recruiting,secondary,genomic,Proportion of Patients with Metastatic Disease at First Positive ctDNA Result,From baseline screening through the firs,ER+ Breast Cancer,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT06923527,https://clinicaltrials.gov/study/NCT06923527,Phase 2,Recruiting,secondary,genomic,Time to Relapse Between First Positive ctDNA and Clinical Recurrence of Metastatic Disease,From the first positive ctDNA detection,ER+ Breast Cancer,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT06923527,https://clinicaltrials.gov/study/NCT06923527,Phase 2,Recruiting,secondary,genomic,Association of ctDNA Clearance with Recurrence-Free Survival and Overall Survival,From baseline through 36 months post-tre,ER+ Breast Cancer,No
ESR1,dieldrin,Elacestrant,2023,DEGRADER,NCT07222215,https://clinicaltrials.gov/study/NCT07222215,Phase 2,Recruiting,other,genomic,Overall survival (OS) ESR1 mutation not detected population,Follow up or other contact every 2 month,Breast Cancer; Breast Neoplasms; ER Wildtype; ESR1 Gene Mutation; Estrogen-receptor-positive Breast Cancer; HE,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT00042289,https://clinicaltrials.gov/study/NCT00042289,,Completed,other,genomic,ARV Exposure (as Measured by Area Under the Curve or Other PK Parameters) During Pregnancy and Postpartum According to Genotype,Measured at intensive PK visit,HIV Infections,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT00294463,https://clinicaltrials.gov/study/NCT00294463,Phase 4,Completed,primary,genomic,Molecular assessment of gene expression,,Osteoporosis; Postmenopause,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT01385280,https://clinicaltrials.gov/study/NCT01385280,N/A,Completed,secondary,genomic,Patients With Change in Number of Circulating Tumor Cells (CTC) With Treatment,"At baseline and on days 8, 90, and 180",Estrogen Receptor-positive Breast Cancer; Progesterone Receptor Positive Tumor; Recurrent Breast Cancer; Stage,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT01385280,https://clinicaltrials.gov/study/NCT01385280,N/A,Completed,secondary,genomic,Patients With Change in Circulating Tumor Cells (CTC) Expression of M-30 With Treatment,"At baseline and on days 8, 90, and 180",Estrogen Receptor-positive Breast Cancer; Progesterone Receptor Positive Tumor; Recurrent Breast Cancer; Stage,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT01385280,https://clinicaltrials.gov/study/NCT01385280,N/A,Completed,secondary,genomic,Change in Circulating Tumor Cells (CTC) ER Expression With Treatment,"At baseline and on days 8, 90, and 180",Estrogen Receptor-positive Breast Cancer; Progesterone Receptor Positive Tumor; Recurrent Breast Cancer; Stage,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT01385280,https://clinicaltrials.gov/study/NCT01385280,N/A,Completed,secondary,genomic,Change in Circulating Tumor Cells (CTC) IGF1R Expression With Treatment,"At baseline and on days 8, 90, and 180",Estrogen Receptor-positive Breast Cancer; Progesterone Receptor Positive Tumor; Recurrent Breast Cancer; Stage,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT01500863,https://clinicaltrials.gov/study/NCT01500863,Phase 4,Completed,primary,genomic,endometrial receptivity gene expression profile,participants will be followed for the du,Ovarian Hyperstimulation Syndrome,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT02872818,https://clinicaltrials.gov/study/NCT02872818,Phase 4,Completed,primary,genomic,Survivin Gene Expression Levels in Rat Uterine Tissue,4 months,Apoptotic Signal Pathways in Endometrial Hyperplasia,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT02872818,https://clinicaltrials.gov/study/NCT02872818,Phase 4,Completed,primary,genomic,Bcl-2 Gene Expression Levels in Rat Uterine Tissue,4 months,Apoptotic Signal Pathways in Endometrial Hyperplasia,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT02872818,https://clinicaltrials.gov/study/NCT02872818,Phase 4,Completed,primary,genomic,Bax Gene Expression Levels in Rat Uterine Tissue,4 months,Apoptotic Signal Pathways in Endometrial Hyperplasia,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT02872818,https://clinicaltrials.gov/study/NCT02872818,Phase 4,Completed,primary,genomic,c-Myc Gene Expression Levels in Rat Uterine Tissue,4 months,Apoptotic Signal Pathways in Endometrial Hyperplasia,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT03844412,https://clinicaltrials.gov/study/NCT03844412,Phase 2,Completed,secondary,genomic,Change in microRNA biomarkers at other time points,8 weeks and 24 weeks,Back Pain; Chronic Fatigue Syndrome; Endometriosis; Fibromyalgia Syndrome; Interstitial Cystitis; Irritable Bo,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT04252859,https://clinicaltrials.gov/study/NCT04252859,Phase 2,Terminated,secondary,genomic,Ability to Predict Patient Stage at Presentation by Quantity of Methylated ctDNA at Baseline,At time of baseline FES-PET/CT imaging,Invasive Lobular Breast Carcinoma,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT04252859,https://clinicaltrials.gov/study/NCT04252859,Phase 2,Terminated,secondary,genomic,Assess Correlation Between Methylated ctDNA and Overall Survival,ctDNA samples collected for all patients,Invasive Lobular Breast Carcinoma,No
ESR1,dieldrin,Estradiol,1975,AGONIST,NCT07112053,https://clinicaltrials.gov/study/NCT07112053,Phase 2,Recruiting,secondary,genomic,Circulating tumor DNA (ctDNA),Up to 3 years after completion of study,Anatomic Stage IV Breast Cancer AJCC v8; Metastatic HER2-Negative Breast Carcinoma; Metastatic Hormone Recepto,No
ESR1,dieldrin,Estrogens,1942,AGONIST,NCT02349113,https://clinicaltrials.gov/study/NCT02349113,Phase 1,Completed,primary,genomic,Gene expression (RNAseq analysis of gene expression from needle bone biopsies),3 weeks,"Bone Loss, Age-related",No
ESR1,dieldrin,Estrogens,1942,AGONIST,NCT04821141,https://clinicaltrials.gov/study/NCT04821141,Phase 2,Active Not Recruiting,other,genomic,change in gene expression,baselne to 6 months,Breast Cancer; Risk Reduction,No
ESR1,dieldrin,Ethinyl Estradiol,1982,AGONIST,NCT00042289,https://clinicaltrials.gov/study/NCT00042289,,Completed,other,genomic,ARV Exposure (as Measured by Area Under the Curve or Other PK Parameters) During Pregnancy and Postpartum According to Genotype,Measured at intensive PK visit,HIV Infections,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT00278915,https://clinicaltrials.gov/study/NCT00278915,Phase 2,Completed,secondary,genomic,Percentage of Participants With McCune-Albright Syndrome (MAS) Associated G Protein α-subunit (Gsα) Mutation,Baseline (screening),"McCune-Albright Syndrome; Puberty, Precocious",No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT00372996,https://clinicaltrials.gov/study/NCT00372996,Phase 2,Terminated,secondary,genomic,Percentage of Participants With Circulating Tumor Cells Expressing Insulin-Like Growth Factor 1 Receptor (IGF-IR),Predose on Day 1 of Cycle 1,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT00728949,https://clinicaltrials.gov/study/NCT00728949,Phase 2,Completed,secondary,genomic,Changes in Circulating Tumor Cell Counts (CTS),Approximately 24 months,Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT00738777,https://clinicaltrials.gov/study/NCT00738777,Phase 2,Suspended,secondary,genomic,Comparison of changes in gene expression after different endocrine treatment exposures,At baseline and after endocrine treatmen,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01339442,https://clinicaltrials.gov/study/NCT01339442,Phase 1,Completed,secondary,genomic,Examine the PIK3CA mutation status in circulating DNA at baseline thru last treatment,Baseline or Cycle 1 Day 1 and Day 1 of e,Estrogen Receptor-positive Breast Cancer; Recurrent Breast Cancer; Stage IV Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01344031,https://clinicaltrials.gov/study/NCT01344031,Phase 1,Completed,other,genomic,Change in PIK3CA mutation status in circulating DNA,Baseline up to 30 days post-treatment,Estrogen Receptor Positive; Invasive Breast Carcinoma; Recurrent Breast Carcinoma; Stage IV Breast Cancer AJCC,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01556191,https://clinicaltrials.gov/study/NCT01556191,Phase 2,Completed,secondary,genomic,toxicity of EGFR-TKI and fulvestrant,Around three months,Stage IV Lung Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01633060,https://clinicaltrials.gov/study/NCT01633060,Phase 3,Terminated,secondary,genomic,Progression Free Survival (PFS) by PIK3CA Mutational Status,Every 6 weeks after randomization up to,Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01633060,https://clinicaltrials.gov/study/NCT01633060,Phase 3,Terminated,secondary,genomic,Overall Survival (OS) by PIK3CA Mutational Status,Every 6 weeks after randomization up to,Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01633060,https://clinicaltrials.gov/study/NCT01633060,Phase 3,Terminated,secondary,genomic,Overall Response Rate (ORR) by PIK3CA Mutational Status,Every 6 weeks after randomization up to,Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01633060,https://clinicaltrials.gov/study/NCT01633060,Phase 3,Terminated,secondary,genomic,Clinical Benefit Rate (CBR) by PIK3CA Mutational Status,"Week 14, Week 24",Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01670877,https://clinicaltrials.gov/study/NCT01670877,Phase 2,Completed,primary,genomic,"Part II ER-cohort Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Neratinib in Patients With Metastatic HER2-, ER- Breast Cancer That Carry HER2 Mutation",Through completion of treatment (median,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01670877,https://clinicaltrials.gov/study/NCT01670877,Phase 2,Completed,primary,genomic,Part II Fulvestrant-naive ER+ Cohort Only: Clinical Benefit (CR+PR+SD≥6 Months) of Neratinib + Fulvestrant in Patients With Metastatic HER2- ER+ Fulvestrant-naive Breast Cancer That Carry HER2 Mutation,Through completion of treatment (median,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01670877,https://clinicaltrials.gov/study/NCT01670877,Phase 2,Completed,primary,genomic,Part II Fulvestrant-treated ER+ Cohort Only: Clinical Benefit Rate (CR+PR+SD≥6months) of Neratinib + Fulvestrant in Patients With Metastatic HER2- ER+ Fulvestrant-treated Breast Cancer That Carry HER2 Mutation,Through completion of treatment (median,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01670877,https://clinicaltrials.gov/study/NCT01670877,Phase 2,Completed,secondary,genomic,Progression-free Survival (PFS) of Patients Treated With Neratinib Alone in Patients With Metastatic HER2- But HER2 Mutated Breast Cancer by ER Status and by HER2 Mutations (Activating Versus Unknown Significance),Through completion of follow-up; follow-,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01670877,https://clinicaltrials.gov/study/NCT01670877,Phase 2,Completed,secondary,genomic,Number of Participants With HER2 Mutation Subtype and Histology Subtype,At the time of enrollment,Breast Neoplasms,No
