Target,Toxins,Drug,Approval_yr,Action,NCT_ID,URL,Phase,Status,Outcome_type,Biomarker_category,Measure,Time_frame,Conditions,PD_neuro
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01373151,https://clinicaltrials.gov/study/NCT01373151,Phase 2,Completed,secondary,inflammation,Mean Change From Baseline in Disease Activity as Measured by Disease Activity Score 28 C-reactive Protein (DAS28-CRP),"Baseline, weeks 12 and 24",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01405326,https://clinicaltrials.gov/study/NCT01405326,Phase 4,Unknown,secondary,inflammation,Change in disease activity measured with DAS28 with CRP and ESR over the 6-month follow up,baseline and 6 months,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01553058,https://clinicaltrials.gov/study/NCT01553058,Phase 4,Completed,primary,inflammation,Change in Cardiometabolic Biomarkers: Log C-reactive Protein,Baseline - Week 12,Cardiovascular Disease; Psoriasis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01553058,https://clinicaltrials.gov/study/NCT01553058,Phase 4,Completed,primary,inflammation,Change in Cardiometabolic Biomarkers: Log Interleukin 6,Baseline - Week 12,Cardiovascular Disease; Psoriasis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01592292,https://clinicaltrials.gov/study/NCT01592292,,Completed,secondary,inflammation,Efficacy: Mean Change From Baseline in C-reactive Protein (CRP) at Month 6 and 12 in Intention to Treat (ITT) Population,"Baseline, Month 6 and 12",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01592292,https://clinicaltrials.gov/study/NCT01592292,,Completed,secondary,inflammation,Efficacy: Mean Change From Baseline in C-reactive Protein (CRP) at Month 6 and 12 in Standard Population Set (SPS),"Baseline, Month 6 and 12",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01644396,https://clinicaltrials.gov/study/NCT01644396,Phase 4,Completed,other,inflammation,Change From Baseline in High Sensitivity C-reactive Protein (hsCRP),Baseline and Week 24 (or Early Terminati,Moderate to Severe Plaque Psoriasis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01695239,https://clinicaltrials.gov/study/NCT01695239,Phase 3,Completed,secondary,inflammation,Change From Baseline in Disease Activity Score (28 Diarthrodial Joint Count) Based on C-ReactiveProtein (DAS28-CRP) Measure: Non-Arthritic Disease,"Baseline, Week 24","Psoriasis, Arthritic",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01695239,https://clinicaltrials.gov/study/NCT01695239,Phase 3,Completed,secondary,inflammation,Change From Baseline in C-Reactive Protein (CRP),"Baseline, Week 24","Psoriasis, Arthritic",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01710358,https://clinicaltrials.gov/study/NCT01710358,Phase 3,Completed,secondary,inflammation,Change From Baseline in the Disease Activity Score Based on a 28-Joint Count and High-sensitivity C-reactive Protein (DAS28-hsCRP),"Baseline, Week 12",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01764997,https://clinicaltrials.gov/study/NCT01764997,Phase 3,Terminated,primary,inflammation,Change From Baseline in Disease Activity Score for 28 Joints - C-Reactive Protein (DAS28-CRP) Score at Week 24,"Baseline, Week 24",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01768858,https://clinicaltrials.gov/study/NCT01768858,,Completed,secondary,inflammation,Change in C-reactive Protein (CRP) Concentration Over Time,"Baseline, Month 3, Month 6, Month 9, Mon",Ankylosing Spondylitis; Crohn´s Disease; Plaque Psoriasis; Psoriatic Arthritis; Rheumatoid Arthritis; Ulcerati,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01866592,https://clinicaltrials.gov/study/NCT01866592,Phase 4,Completed,primary,inflammation,Change in Cardiometabolic Biomarker - Log C-reactive Protein,52 weeks (continuation group) or 64 week,Cardiovascular Disease; Psoriasis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01866592,https://clinicaltrials.gov/study/NCT01866592,Phase 4,Completed,primary,inflammation,Change in Cardiometabolic Biomarker - Log Interleukin 6,52 weeks (continuation group) or 64 week,Cardiovascular Disease; Psoriasis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01877668,https://clinicaltrials.gov/study/NCT01877668,Phase 3,Completed,secondary,inflammation,Change From Baseline in American College of Rheumatology Response Criteria Components: C-reactive Protein Levels,From Baseline to end of Month 3,Psoriatic Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01958827,https://clinicaltrials.gov/study/NCT01958827,Phase 3,Completed,secondary,inflammation,C-reactive Protein (CRP): Mean Change From Baseline (Week 0) to Week 52,"Baseline (Week 0) and Weeks 4, 8, 12, 16",Crohn's Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01970475,https://clinicaltrials.gov/study/NCT01970475,Phase 3,Completed,secondary,inflammation,Change From Baseline in Disease Activity Score 28-C-reactive Protein (DAS28-CRP),"Baseline and weeks 2, 4, 8, 12, 18, and","Arthritis, Rheumatoid",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02015793,https://clinicaltrials.gov/study/NCT02015793,Phase 2,Completed,secondary,inflammation,High-sensitivity C-reactive Protein (hsCRP): Median Change From Baseline (Week 0) to Week 26,"Baseline (Week 0) and Weeks 1, 2, 4, 6,",Crohn's Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02092467,https://clinicaltrials.gov/study/NCT02092467,Phase 4,Completed,secondary,inflammation,"Change From Baseline in Disease Activity Score 28-4 (DAS28-4) C-reactive Protein (CRP) at Month 2, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45, 48, 51, 54, 57, 60 and 63","Baseline, Months 2, 3, 6, 9, 12, 15, 18,","Arthritis, Rheumatoid",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02092467,https://clinicaltrials.gov/study/NCT02092467,Phase 4,Completed,secondary,inflammation,Percentage of Participants With Disease Activity Score 28-4 (DAS28-4) C-reactive Protein (CRP) <=3.2,"Month 2, 3, 6, 9, 12, 15, 18, 21, 24, 27","Arthritis, Rheumatoid",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02097264,https://clinicaltrials.gov/study/NCT02097264,Phase 2,Withdrawn,secondary,inflammation,Change in disease activity 28 - C-reactive protein (DAS28 (CRP),"Week 0, week 12",Inflammation; Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02113904,https://clinicaltrials.gov/study/NCT02113904,Phase 2,Completed,secondary,inflammation,Circulating inflammatory response (pro-inflammatory cytokines) cutaneous inflammatory response,month 3,Netherton Syndrome,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02141997,https://clinicaltrials.gov/study/NCT02141997,Phase 2,Completed,secondary,inflammation,Change in Disease Activity Score 28 With High Sensitivity C-Reactive Protein (DAS28 [hsCRP]),"Baseline, Weeks 2, 4, 6, 8, and 12",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02148718,https://clinicaltrials.gov/study/NCT02148718,Phase 4,Completed,secondary,inflammation,Change From Baseline to Week 12 in Analytic Markers of Inflammation: C-reactive Protein (CRP),Baseline (Week 0) and Week 12,Moderate to Severe Crohn's Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02187055,https://clinicaltrials.gov/study/NCT02187055,Phase 4,Completed,secondary,inflammation,Change From Baseline in Disease Activity Score 28-4 (DAS28-4) Including CRP at Month 6,Month 6,Rhematoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02196701,https://clinicaltrials.gov/study/NCT02196701,Phase 3,Completed,secondary,inflammation,Change From Baseline in High-sensitivity C-reactive Protein (Hs-CRP) at Week 24,Baseline and week 24,Psoriasis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02198651,https://clinicaltrials.gov/study/NCT02198651,Phase 4,Completed,secondary,inflammation,Mean Change From Double-blind Baseline in Serum Levels of C-reactive Protein (CRP),From Week 4 to Week 40 and from Flare We,Musculoskeletal and Connective Tissue Diseases; Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02332590,https://clinicaltrials.gov/study/NCT02332590,Phase 3,Completed,secondary,inflammation,DB Period: Change From Baseline in Disease Activity Score for 28 Joints Based on C-Reactive Protein (DAS28-CRP Score) at Week 24,"Baseline, Week 24",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02332590,https://clinicaltrials.gov/study/NCT02332590,Phase 3,Completed,secondary,inflammation,DB Period: Change From Baseline in Individual ACR Component - CRP Level at Week 24,"Baseline, Week 24",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02480153,https://clinicaltrials.gov/study/NCT02480153,Phase 3,Completed,secondary,inflammation,Change From Baseline in High-Sensitivity C-Reactive Protein (Hs-CRP): Period 1,"Baseline, Weeks1, 2, 4, 6, 8, 12, 18 and",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02480153,https://clinicaltrials.gov/study/NCT02480153,Phase 3,Completed,secondary,inflammation,Change From Baseline in High-Sensitivity C-Reactive Protein (Hs-CRP): Period 2,"Baseline, Weeks 26, 30, 36, 44 and 52 (p",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02480153,https://clinicaltrials.gov/study/NCT02480153,Phase 3,Completed,secondary,inflammation,Change From Baseline in High-Sensitivity C-Reactive Protein (Hs-CRP): Period 3,"Baseline, Weeks 52, 56, 66, 76 and 78",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02480153,https://clinicaltrials.gov/study/NCT02480153,Phase 3,Completed,secondary,inflammation,Change From Baseline in Disease Activity Score-28 (4 Components Based on High-Sensitivity C-Reactive Protein) (DAS28-4 [CRP]): Period 1,"Baseline, Weeks 2, 4, 6, 8, 12, 18 and 2",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02480153,https://clinicaltrials.gov/study/NCT02480153,Phase 3,Completed,secondary,inflammation,Change From Baseline in Disease Activity Score-28 (4 Components Based on High-Sensitivity C-Reactive Protein) (DAS28-4 [CRP]): Period 2,"Baseline, Weeks 26, 30, 36, 44 and 52 (p",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02480153,https://clinicaltrials.gov/study/NCT02480153,Phase 3,Completed,secondary,inflammation,Change From Baseline in Disease Activity Score-28 (4 Components Based on High-Sensitivity C-Reactive Protein) (DAS28-4 [CRP]): Period 3,"Baseline, Weeks 52, 56, 66, 76 and 78",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02533375,https://clinicaltrials.gov/study/NCT02533375,Phase 3,Completed,secondary,inflammation,Mean Change From Baseline in High-Sensitivity C-Reactive Protein (Hs-CRP) Over Time,"Baseline, Week 2, Week 4, Week 8, Week 1",Adalimumab; Generalized Pustular Psoriasis (GPP); Japanese,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02696785,https://clinicaltrials.gov/study/NCT02696785,Phase 3,Completed,secondary,inflammation,Change From Baseline in the Measure of High Sensitivity C-Reactive Protein (CRP),"Baseline, Week 16",Spondyloarthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02744755,https://clinicaltrials.gov/study/NCT02744755,Phase 3,Completed,secondary,inflammation,"Study Period 1 - CRP (C-reactive Protein) Changes From Baseline in GP2017 and US-licensed Humira Treated at Weeks 4, 12 and 24","Week 4, week 12, week 24",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02764762,https://clinicaltrials.gov/study/NCT02764762,Phase 4,Completed,secondary,inflammation,Change From Baseline in C-reactive Protein (CRP) Levels at Weeks 10 and 26,"Baseline, Weeks 10 and 26",Crohn Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02764762,https://clinicaltrials.gov/study/NCT02764762,Phase 4,Completed,secondary,inflammation,"Percentage of Participants Achieving Clinical Remission and CRP <5 Milligram Per Liter (mg/L) at Weeks 26, 52, 78, and 102","Weeks 26, 52, 78 and 102",Crohn Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02814175,https://clinicaltrials.gov/study/NCT02814175,Phase 4,Completed,secondary,inflammation,Change in Disease Activity Score 28 (DAS28)-C-reactive Protein (CRP) Score From Baseline (Part 1),From Day 1 to Week 16,Psoriatic Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02833350,https://clinicaltrials.gov/study/NCT02833350,Phase 2,Completed,secondary,inflammation,Change in Disease Activity Score From Baseline Based on 28-Joints Count and C-Reactive Protein (3 Variables) (DAS28-3 [CRP]),"Days 7, 14, 28, 56, and 84",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02833350,https://clinicaltrials.gov/study/NCT02833350,Phase 2,Completed,secondary,inflammation,Change in Disease Activity Score From Baseline Based on 28-Joints Count and C-Reactive Protein (4 Variables) (DAS28-4 [CRP]),"Days 7, 14, 28, 56, and 84",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02833350,https://clinicaltrials.gov/study/NCT02833350,Phase 2,Completed,secondary,inflammation,Change From Baseline in C-Reactive Protein (CRP) Levels,"Days 7, 14, 28, 56, and 84",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02840175,https://clinicaltrials.gov/study/NCT02840175,Phase 3,Completed,secondary,inflammation,"Concentration of additional informative markers (cytokines, chemokines)","Day 0, weeks 24, 48, 72",Juvenile Idiopathic Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02852694,https://clinicaltrials.gov/study/NCT02852694,Phase 4,Completed,secondary,inflammation,Remission at 12 weeks (measured by wPCDAI</=12.5 and normal CRP and being off steroids/exclusive enteral nutrition),12 weeks,Crohn's Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02852694,https://clinicaltrials.gov/study/NCT02852694,Phase 4,Completed,secondary,inflammation,"Predictive value of fecal calprotectin levels, CRP and other serum tests",12 months,Crohn's Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02889796,https://clinicaltrials.gov/study/NCT02889796,Phase 3,Completed,secondary,inflammation,Percentage of Participants Who Achieved Disease Activity Score for 28 Joint Count Using C-Reactive Protein [DAS28 (CRP)] < 2.6 at Week 12,Week 12,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02889796,https://clinicaltrials.gov/study/NCT02889796,Phase 3,Completed,secondary,inflammation,"Change From Baseline in Individual ACR Component: High-Sensitivity C-Reactive Protein (hsCRP) at Weeks 2, 4, 12, and 24","Baseline; Weeks 2, 4, 12, and 24",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02897115,https://clinicaltrials.gov/study/NCT02897115,Phase 4,Terminated,secondary,inflammation,Change From Baseline in C-reactive Protein (CRP),"Baseline, week 32, and week 52",Axial Spondyloarthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT03151551,https://clinicaltrials.gov/study/NCT03151551,Phase 4,Completed,other,inflammation,Change From Baseline in C-Reactive Protein (CRP),"Baseline, Week 52",Psoriatic Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT03172377,https://clinicaltrials.gov/study/NCT03172377,Phase 4,Unknown,secondary,inflammation,Whether biochemic FC or CRP are associated with successful interval lengthening,From the date of randomization up to wee,Crohn Disease; Crohn Disease in Remission,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT03221621,https://clinicaltrials.gov/study/NCT03221621,Phase 4,Unknown,secondary,inflammation,Cytokines,3 months,Hidradenitis Suppurativa,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT03607903,https://clinicaltrials.gov/study/NCT03607903,Phase 1,Completed,primary,inflammation,Ex vivo cytokine levels,10 weeks,Injection Site; Pain,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT03823391,https://clinicaltrials.gov/study/NCT03823391,Phase 2,Completed,primary,inflammation,Change From Baseline to Week 12 in Disease Activity Score (DAS) 28 (C-reactive Protein [CRP]),Baseline and Week 12,Rheumatoid Arthritis (RA),No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT04115748,https://clinicaltrials.gov/study/NCT04115748,Phase 3,Terminated,secondary,inflammation,"Change From Baseline in Individual ACR Component: High-Sensitivity C-Reactive Protein (hsCRP) at Weeks 2, 4, 8, 12, and 16","Baseline, 2, 4, 8, 12, and 16 weeks",Psoriatic Arthritis,No
