Target,Biomarker_category,Biomarker_measure,N_trials,N_PDneuro_trials,Drugs
SLC6A3,PK,"Pharmacokinetic (PK) profile for bupropion (in plasma): AUCinf, AUClast, Cmax",1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameter RAUC (ratio of metabolite to parent),1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters AUC,1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters AUC (to infinity),1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters CL/F,1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters CL/F of digoxin,1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters Cmax,1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters Cmin,1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters Ctz,1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters of bupropion and hydroxybupropion,1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters t1/2,1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters tmax,1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters tz,1,0,Bupropion
SLC6A3,PK,Pharmacokinetic parameters Vz/F,1,0,Bupropion
SLC6A3,PK,pharmacokinetic parmaters at steady state,1,0,Modafinil
SLC6A3,PK,Pharmacokinetic/Pharmacodynamic Relationship of Methylphenidate Blood Levels and Cytogenetic Changes,1,0,Methylphenidate
SLC6A3,PK,Pharmacokinetics,1,0,Amphetamine; Lisdexamfetamine
SLC6A3,PK,Pharmacokinetics (PK) parameter AUClast for S- and R-warfarin,1,0,Bupropion
SLC6A3,PK,"Pharmacokinetics of E2006 and its major metabolites, M4, M9, and M10 (Part A), and midazolam, bupropion, and the hydroxylated metabolite of bupropion (Part B): AUC(0-72h)",1,0,Bupropion
SLC6A3,PK,"Pharmacokinetics of E2006 and its major metabolites, M4, M9, and M10 (Part A), and midazolam, bupropion, and the hydroxylated metabolite of bupropion (Part B): AUC(0-inf)",1,0,Bupropion
SLC6A3,PK,"Pharmacokinetics of E2006 and its major metabolites, M4, M9, and M10 (Part A), and midazolam, bupropion, and the hydroxylated metabolite of bupropion (Part B): AUC(0-inf), metabolite ratio",1,0,Bupropion
SLC6A3,PK,"Pharmacokinetics of E2006 and its major metabolites, M4, M9, and M10 (Part A), and midazolam, bupropion, and the hydroxylated metabolite of bupropion (Part B): AUC(0-t)",1,0,Bupropion
SLC6A3,PK,"Pharmacokinetics of E2006 and its major metabolites, M4, M9, and M10 (Part A), and midazolam, bupropion, and the hydroxylated metabolite of bupropion (Part B): CL/F",1,0,Bupropion
SLC6A3,PK,"Pharmacokinetics of E2006 and its major metabolites, M4, M9, and M10 (Part A), and midazolam, bupropion, and the hydroxylated metabolite of bupropion (Part B): Cmax",1,0,Bupropion
SLC6A3,PK,"Pharmacokinetics of E2006 and its major metabolites, M4, M9, and M10 (Part A), and midazolam, bupropion, and the hydroxylated metabolite of bupropion (Part B): t1/2",1,0,Bupropion
SLC6A3,PK,"Pharmacokinetics of E2006 and its major metabolites, M4, M9, and M10 (Part A), and midazolam, bupropion, and the hydroxylated metabolite of bupropion (Part B): tmax",1,0,Bupropion
SLC6A3,PK,Pharmacokinetics of E2006: AUC(0-24h),1,0,Bupropion
SLC6A3,PK,Pharmacokinetics of E2006: AUC(0-8h),1,0,Bupropion
SLC6A3,PK,"Pharmacokinetics of methylphenidate, modafinil, and MDMA",1,0,Methylphenidate; Modafinil
SLC6A3,PK,Pharmacokinetics parameter: AUC of digoxin,1,0,Bupropion
SLC6A3,PK,Pharmacokinetics parameter: Cmax of digoxin,1,0,Bupropion
SLC6A3,PK,Pharmacokinetics parameter: T1/2 of digoxin,1,0,Bupropion
SLC6A3,PK,Pharmacokinetics parameter: Tmax of digoxin,1,0,Bupropion
SLC6A3,PK,Pharmacokinetics parameter: Vz/F of digoxin,1,0,Bupropion
SLC6A3,PK,Pharmacokinetics: Area Under the Concentration Time Curve (AUC),1,0,Sibutramine
SLC6A3,PK,Pharmacokinetics: Maximum Concentration (Cmax),1,0,Sibutramine
SLC6A3,PK,PK Isavuconazole (in plasma): trough concentration (Ctrough),1,0,Bupropion
SLC6A3,PK,PK parameter AUCinf for bupropion,1,0,Bupropion
SLC6A3,PK,PK parameter AUCinf for S- and R-warfarin,1,0,Bupropion
SLC6A3,PK,PK parameter AUClast for bupropion,1,0,Bupropion
SLC6A3,PK,PK parameter Cmax for S- and R-warfarin,1,0,Bupropion
SLC6A3,PK,PK parameter- AUClast,1,0,Methylphenidate
SLC6A3,PK,PK parameter- Cmax,1,0,Methylphenidate
SLC6A3,PK,PK parameter-AUC0-2,1,0,Methylphenidate
SLC6A3,PK,PK parameter-AUC2-6,1,0,Methylphenidate
SLC6A3,PK,PK parameter-AUC6-24,1,0,Methylphenidate
SLC6A3,PK,PK parameter-AUCinf,1,0,Methylphenidate
SLC6A3,PK,PK parameter: area under the plasma concentration-time curve (AUC) at steady-state (AUCss),1,0,Methylphenidate
SLC6A3,PK,PK parameter: maximum plasma concentration (Cmax),1,0,Methylphenidate
SLC6A3,PK,PK parameter: time to maximum plasma concentration (Tmax),1,0,Methylphenidate
SLC6A3,PK,PK parameters Cmax for bupropion,1,0,Bupropion
SLC6A3,PK,PK Parameters for Rate and Extent of Absorption of MPH in Plasma: Plasma Concentration-time Curve,1,0,Methylphenidate
SLC6A3,PK,PK Parameters for Rate and Extent of Absorption of MPH: AUC0-inf,1,0,Methylphenidate
SLC6A3,PK,PK Parameters for Rate and Extent of Absorption of MPH: AUC0-tz,1,0,Methylphenidate
SLC6A3,PK,PK Parameters for Rate and Extent of Absorption of MPH: Cmax,1,0,Methylphenidate
SLC6A3,PK,"PK profile for hydroxybupropion (in plasma): AUCinf, AUClast, Cmax, t1/2, tmax",1,0,Bupropion
SLC6A3,PK,"PK profile for Isavuconazole (in plasma): AUCtau, Cmax, and tmax",1,0,Bupropion
SLC6A3,PK,Plasma Concentration of Bupropion (ng/ml),1,0,Bupropion
SLC6A3,PK,Plasma concentration of D-amphetamine,1,0,Lisdexamfetamine
SLC6A3,PK,Plasma Concentration of Ibrutinib and its Metabolite PCI-45227,1,0,Bupropion
SLC6A3,PK,Plasma Concentration of Inavolisib at Specified Timepoints,1,0,Bupropion
SLC6A3,PK,Plasma concentration of methylphenidate and ritalinic acid,1,0,Methylphenidate
SLC6A3,PK,Plasma concentration of Oxytocin,1,0,Amphetamine; Methamphetamine
SLC6A3,PK,Plasma Concentration of Varenicline (ng/ml),1,0,Bupropion
SLC6A3,PK,Plasma concentrations (PK parameters),1,0,Amphetamine
SLC6A3,PK,Plasma concentrations obtained at specific timepoints,1,0,Bupropion
SLC6A3,PK,Plasma Concentrations of d- and L-amphetamine,1,0,Amphetamine
SLC6A3,PK,"Plasma Concentrations of Selective Serotonin Reuptake Inhibitors (SSRIs) and Serotonin and Norepinephrine Reuptake Inhibitors (SNRIs) at Weeks 4, 8, and 12 (or Last Postbaseline Observation Up to Week 12)",1,0,Armodafinil; Modafinil
SLC6A3,PK,"Plasma concentrations of total methylphenidate HCl and its major metabolite, a-phenyl-piperidine-acetic acid (PPAA)",1,0,Methylphenidate
SLC6A3,PK,Plasma Palbociclib Area Under the Curve From Time Zero to Last Quantifiable Concentration (AUClast),1,0,Modafinil
SLC6A3,PK,Plasma Palbociclib Time to Reach Maximum Observed Plasma Concentration (Tmax),1,0,Modafinil
SLC6A3,PK,Plasma Trough Concentration (Ctrough),1,0,Bupropion
SLC6A3,PK,Population PK Analysis - AUC to Infinity,1,0,Dexmethylphenidate; Methylphenidate
SLC6A3,PK,Population PK Analysis - Cmax,1,0,Dexmethylphenidate; Methylphenidate
SLC6A3,PK,Population PK Analysis - Tmax,1,0,Dexmethylphenidate; Methylphenidate
SLC6A3,PK,"Primary Outcome Variable: Combined AUC of Selected Symptoms Fatigue, Pain, Disturbed Sleep, Lack of Appetite and Drowsiness",1,0,Armodafinil; Modafinil
SLC6A3,PK,Prorated AUC of Total Fatigue as Measured by the Brief Fatigue Inventory (BFI) at Baseline and at Weeks 1-4,1,0,Methylphenidate
SLC6A3,PK,Ratio of area under concentration-curve from time 0 to 24 hours post-dose (AUC0-24),1,0,Bupropion
SLC6A3,PK,"Ratio of AUC From Time Zero Extrapolated to Infinity (AUCinf) Values of the Metabolite Compared to Parent (MRAUCinf) for 1-OH Midazolam/Midazolam on Day -7, Day 1 and Day 14",1,0,Bupropion; Modafinil
SLC6A3,PK,"Ratio of AUClast Values of the Metabolite Compared to Parent (MRAUClast) for 1-OH Midazolam/Midazolam on Day -7, Day 1 and Day 14",1,0,Bupropion; Modafinil
SLC6A3,PK,"Ratio of Cmax Values of the Metabolite Compared to Parent (MRCmax) for 1-OH Midazolam/Midazolam on Day -7, Day 1 and Day 14",1,0,Bupropion; Modafinil
SLC6A3,PK,Ratio of treatment to reference based on AUC0-24 (RAUC0-24),1,0,Bupropion
SLC6A3,PK,Ratio of treatment to reference based on AUCinf (RAUCinf),1,0,Bupropion
SLC6A3,PK,Ratio of treatment to reference based on AUClast (RAUClast),1,0,Bupropion
SLC6A3,PK,Ratio of treatment to reference based on Cmax (RCmax),1,0,Bupropion
SLC6A3,PK,RAUCinf,1,0,Bupropion
SLC6A3,PK,RAUClast,1,0,Bupropion
SLC6A3,PK,RCmax,1,0,Bupropion
SLC6A3,PK,Secondary PK Characteristics,1,0,Bupropion
SLC6A3,PK,"Steady-state AUC(0-12), Cmax, and tmax of GSK189075, and GSK279782 when GSK189075 is administered alone and with WELLBUTRIN SR.",1,0,Bupropion
SLC6A3,PK,"Steady-state AUC(0-12), Cmax, and tmax of the bupropion metabolites (hydroxybupropion, threohydrobupropion and erythrohydrobupropion) when WELLBUTRIN SR is administered alone and with GSK189075.",1,0,Bupropion
SLC6A3,PK,Sub-study: Area Under the Concentration-Time Curve From Time 0 to Infinity (AUC [0-infinity]) for Midazolam,1,0,Bupropion
SLC6A3,PK,Sub-study: Area Under the Concentration-Time Curve From Time 0 to Last Measurable Concentration (AUC [0-last]) for Midazolam,1,0,Bupropion
SLC6A3,PK,Sub-study: AUC (0-infinity) for Bupropion,1,0,Bupropion
SLC6A3,PK,Sub-study: AUC (0-infinity) for Omeprazole,1,0,Bupropion
SLC6A3,PK,Sub-study: AUC (0-last) for Bupropion,1,0,Bupropion
SLC6A3,PK,Sub-study: AUC (0-last) for Omeprazole,1,0,Bupropion
SLC6A3,PK,Sub-study: Cmax for Bupropion,1,0,Bupropion
SLC6A3,PK,Sub-study: Cmax for Omeprazole,1,0,Bupropion
SLC6A3,PK,Sub-study: Maximum observed Drug Concentration (Cmax) for Midazolam,1,0,Bupropion
SLC6A3,PK,Sustained attention (PVT) AUC,1,0,Modafinil
SLC6A3,PK,The area under the plasma concentration versus time curve from zero to infinity (AUCi),1,0,Lisdexamfetamine
SLC6A3,PK,"The primary objective of this exploratory study is to characterize the plasma concentrations of of methylphenidate from Concerta®, Ritalin-SR® and Novo-Methylphenidate ER-C ® tablets in healthy adult volunteers under fas",1,0,Methylphenidate
SLC6A3,PK,"Time corresponding to Cmax (Tmax) of bupropion and its metabolite hydroxybupropion, repaglinide, flurbiprofen, omeprazole, midazolam, and rosuvastatin",1,0,Bupropion
SLC6A3,PK,Time of Cmax (Tmax),1,1,Methylphenidate
SLC6A3,PK,Time of Maximum Plasma Concentration (Tmax) for MPH Using Two Different Formulations (Equasym XL and Metadate CD),1,0,Methylphenidate
SLC6A3,PK,Time of Maximum Plasma Concentration (Tmax) of d-Amphetamine for Vyvanse and Adderall XR Alone and in Combination With Prilosec OTC,1,0,Amphetamine; Lisdexamfetamine
SLC6A3,PK,Time of the maximum measured plasma concentration (Tmax),1,0,Lisdexamfetamine
SLC6A3,PK,Time of the Maximum Observed Plasma Concentration,1,0,Methylphenidate
SLC6A3,PK,Time taken to reach peak plasma concentration (Tmax) of Bupropion HCl and its metabolites after single dose.,1,0,Bupropion
SLC6A3,PK,Time to Maximal Serum Concentration of IV Methylphenidate (MPH),1,0,Methylphenidate
SLC6A3,PK,Time to Maximum Plasma Concentration (tmax),1,0,Amphetamine
SLC6A3,PK,Time to Peak Methylphenidate Plasma Concentration (Tmax) for Methylphenidate and CBD Arms and Methylphenidate and Placebo Arms.,1,0,Methylphenidate
SLC6A3,PK,Time to peak plasma concentration (Tmax) of enalapril,1,0,Methylphenidate
SLC6A3,PK,Time to peak plasma concentration (Tmax) of MDMA and metabolites,1,0,Amphetamine; Methamphetamine
SLC6A3,PK,Time to peak plasma concentration (Tmax) of methylphenidate,1,0,Methylphenidate
SLC6A3,PK,Time to peak plasma concentration (Tmax) of Psilocybin and metabolites,1,0,Amphetamine; Methamphetamine
SLC6A3,PK,"Time to peak plasma concentration for carvedilol, diclofenac, caffeine, bupropion, repaglinide, flurbiprofen, omeprazole, dextromethorphan, midazolam, simvastatin and their metabolites.",1,0,Bupropion
SLC6A3,PK,Time to Reach Cmax (Tmax) for Three Methylphenidate Hydrochloride Extended-release Drug Products,1,0,Methylphenidate
SLC6A3,PK,"Time to Reach Cmax (Tmax) of Plasma Midazolam on Day -7, Day 1 and Day 14",1,0,Bupropion; Modafinil
SLC6A3,PK,Time to reach maximum plasma concentration (Tmax) of MDMA,1,0,Amphetamine; Methamphetamine
SLC6A3,PK,Time to reach maximum plasma concentration (Tmax) of methylone,1,0,Amphetamine; Methamphetamine
SLC6A3,PK,"Tmax- Time to Reach the Maximum Plasma Concentration (Cmax) for Naltrexone, Bupropion, and their Metabolites",1,0,Bupropion
SLC6A3,PK,Tmax: Time to Reach the Maximum Plasma Concentration (Cmax) for TAK-925 and Its Metabolites M-I and M-II,1,0,Modafinil
SLC6A3,PK,Trough Plasma Concentration (Ctrough),1,0,Amphetamine
SLC6A3,PK,Trough Plasma Concentration (Ctrough) of ASP2151,1,0,Bupropion
SLC6A3,PK,Trough plasma concentration (Ctrough) of vorasidenib,1,0,Bupropion
SLC6A3,PK,"Trough Plasma Concentrations of Modafinil, Modafinil sulfone, pioglitazone, hydroxy derivative of pioglitazone, and keto derivative of pioglitazone",1,0,Modafinil
SLC6A3,other_biomarker,Absolute score decrease from baseline to the week 8 endpoint on the QIDS-SR as a function of biomarker score,1,0,Bupropion
SLC6A3,other_biomarker,Biomarker analysis,1,0,Bupropion
SLC6A3,other_biomarker,"Change From Baseline in CSFQ-14 Total Scores for Females at Week 9, LOCF",1,0,Lisdexamfetamine
SLC6A3,other_biomarker,"Mathematical models that use biomarkers of (i) body composition and metabolic status, (ii) macronutrient intake, and (iii) energy expenditure to predict later changes in weight and body composition during the interventio",1,0,Sibutramine
SLC6A3,other_biomarker,Percentage decrease in depressive symptoms on the QIDS-SR at the week 8 endpoint as a function of biomarker score,1,0,Bupropion
SLC6A3,other_biomarker,Plasma biomarkers will be analyzed using a customized multiplex protein array platform for the Senescence-Associated Secretory Phenotype (SASP).,1,1,Bupropion
SLC6A3,other_biomarker,Quantification of Dopamine Transporter Levels,1,0,Amphetamine; Dextroamphetamine
SLC6A3,other_biomarker,Response rate on the 16-item patient-reported Quick Inventory of Depressive Symptoms (QIDS-SR) at the week 8 endpoint as a function of biomarker score,1,0,Bupropion
SLC6A3,other_biomarker,The change in Choice Reaction Time task with methylphenidate treatment in patients and its relationship to specific binding ratio (SBR) of the dopamine transporter (DAT) in the striatum.,1,0,Methylphenidate
SLC6A3,other_biomarker,"To compare the effects of bupropion XL and venlafaxine XR on overall sexual functioning in outpatients with MDD as measured by mean changes in CSFQ-S total scores across Weeks 5, 6, 9 and 12.",1,0,Bupropion
SLC6A3,other_biomarker,"To evaluate changes in mitochondrial and stress-related biomarkers (e.g., MMPP metabolites and GDF15) from baseline to end point in patients with BD.",1,0,Bupropion
TNF,inflammation,Change From Baseline in C-reactive Protein (CRP),5,0,Adalimumab; Certolizumab
TNF,inflammation,C-reactive Protein (CRP),4,0,Adalimumab; Etanercept
TNF,PK,Cmax,4,0,Adalimumab; Etanercept
TNF,PK,Maximum serum concentration (Cmax),4,0,Adalimumab; Etanercept
TNF,PK,Area under the concentration-time curve from time zero to the last quantifiable concentration (AUClast),3,0,Adalimumab; Etanercept
TNF,PK,Maximum serum concentration,3,0,Adalimumab
TNF,PK,Time to Cmax (Tmax),3,0,Adalimumab; Etanercept
TNF,inflammation,C-Reactive Protein (CRP),2,0,Adalimumab; Etanercept
TNF,inflammation,C-Reactive Protein (CRP) Level at Study Completion Visit or (Early) Withdrawal Visit,2,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 0,2,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 12,2,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 16,2,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 20,2,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 24,2,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 8,2,0,Certolizumab
TNF,inflammation,Change From Baseline in C-Reactive Protein (CRP),2,0,Adalimumab
TNF,inflammation,Change From Baseline in C-reactive Protein (CRP) at Week 52,2,0,Etanercept
TNF,inflammation,Change From Baseline in High Sensitivity C-Reactive Protein (hsCRP) Levels Through Week 24,2,0,Golimumab
TNF,inflammation,Mean Change From Baseline in C-Reactive Protein (CRP),2,0,Adalimumab; Etanercept
TNF,inflammation,Mean Change in C-Reactive Protein (CRP) (mg/dL) in Subjects With Adalimumab Exposure Through Week 260,2,0,Adalimumab
TNF,PK,Area under the concentration-time curve from time zero to infinity (AUCinf),2,0,Adalimumab; Etanercept
TNF,PK,Area under the plasma concentration-time curve AUC0-inf,2,0,Adalimumab
TNF,PK,Area under the plasma concentration-time curve AUC0-t,2,0,Adalimumab
TNF,PK,Area Under the Plasma Concentration-time Curve From Zero (0) to Time Infinity,2,0,Adalimumab
TNF,PK,AUClast,2,0,Adalimumab; Etanercept
TNF,PK,Maximum plasma concentration (Cmax),2,0,Certolizumab
TNF,PK,Plasma Concentration of Certolizumab Pegol at Study Completion Visit or (Early) Withdrawal Visit,2,0,Certolizumab
TNF,PK,Serum Concentration Versus Time Summary: Period 1,2,0,Adalimumab; Infliximab
TNF,PK,Serum Concentration Versus Time Summary: Period 2,2,0,Adalimumab; Infliximab
TNF,PK,Serum Concentration Versus Time Summary: Period 3,2,0,Adalimumab; Infliximab
TNF,PK,Serum Concentrations of Golimumab Over Time,2,0,Golimumab
TNF,PK,Serum Concentrations of Guselkumab Over Time,2,0,Golimumab
TNF,imaging,Change From Baseline in Vascular Inflammation as Measured by FDG-PET/CT at 6 Months,1,0,Adalimumab; Etanercept
TNF,fluid_molecular,"Cerebrospinal fluid (CSF) pleocytosis/protein/glucose levels at W0, W1 and W4",1,0,Adalimumab
TNF,fluid_molecular,HTLV-I viral load in CSF,1,0,Infliximab
TNF,fluid_molecular,"Inflammatory biomarkers and cytokines profiles in CSF at W0, W1, W4",1,0,Adalimumab
TNF,fluid_molecular,"Pharmacodynamics (PD), including C-reactive protein, IL 6, serum amyloid A, tumor necrosis factor alpha, IL 18, E selectin, vascular endothelial growth factor, matrix metalloproteinases, leptin, and haptoglobin",1,0,Golimumab
TNF,fluid_molecular,Pharmacokinetics (plasma and CSF concentrations) of etanercept by measuring daily plasma and CSF concentrations by enzyme-linked immunosorbent assay (ELISA).,1,0,Etanercept
TNF,fluid_molecular,"To examine the effects of etanercept on inflammatory markers in the cerebrospinal fluid (CSF) of patients with Alzheimer's disease, and the relationship of these factors with clinical outcome",1,1,Etanercept
TNF,inflammation,A correlation between plasma Interleukin-6 (IL-6) and disease activity and severity.,1,0,Adalimumab; Etanercept; Infliximab
TNF,inflammation,Acute-phase reactants (erythrocyte sedimentation rate and C-reactive protein level).,1,0,Infliximab
TNF,inflammation,Adipocyte Messenger Ribonucleic Acid (mRNA) Levels of Adipocytokines Including Tumor Necrosis Factor (TNF) -Alpha,1,0,Etanercept
TNF,inflammation,Alveolar macrophages (collected in lung lavage fluid) will be studied ex vivo for activation state and pro-inflammatory cytokine secretion.,1,0,Etanercept
TNF,inflammation,"American College of Rheumatology (ACR) 20 Response, Using CRP (C-reactive Protein), at Week 14",1,0,Golimumab
TNF,inflammation,Ankylosing Spondylitis Disease Activity Score based on C-reactive Protein (ASDAS-CRP),1,0,Adalimumab
TNF,inflammation,Area Under Curve (AUC) of Disease Activity Score Based on a 28 Jointcount and C-reactive Protein (DAS28CRP),1,0,Etanercept
TNF,inflammation,Assessment of Cytokine and Inflammatory Profile at Baseline,1,0,Infliximab
TNF,inflammation,assessment of the effect of infliximab on an excessive immune response in patients with COVID-19: Interleukin 6,1,0,Infliximab
TNF,inflammation,"Bath ankylosing spondylitis disaease activity score, Bath ankylosing spondylitis functional index, Bath ankylosing spondylitis metrology index, C-Reactive protein, MRI, biomarkers of inflammation, cartilage and bone turn",1,0,Adalimumab; Etanercept
TNF,inflammation,"biologic response to ozone exposure: bronchoalveolar lavage fluid analyzed for inflammatory cytokines, cell differentials, and activated alveolar macrophages.",1,0,Etanercept
TNF,inflammation,Biomarker response to therapy using Cytokine panel,1,0,Etanercept
TNF,inflammation,C-reactive Protein,1,0,Etanercept
TNF,inflammation,C-Reactive Protein,1,0,Etanercept
TNF,inflammation,C-reactive protein,1,0,Infliximab
TNF,inflammation,C-reactive protein (CRP),1,0,Etanercept
TNF,inflammation,C-Reactive Protein (CRP) Level,1,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Last Visit (Week 26 for Completers or the Withdrawal Visit for Premature Withdrawals),1,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Last Visit (Week 34 for Completers or the Withdrawal Visit for Premature Withdrawals),1,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 10,1,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 14,1,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 26,1,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 28,1,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 32,1,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Level at Week 34,1,0,Certolizumab
TNF,inflammation,C-Reactive Protein (CRP) Levels at Week 62,1,0,Certolizumab
TNF,inflammation,"C-Reactive Protein (CRP) Levels at Weeks 12, 24, 36 and 52",1,0,Etanercept
TNF,inflammation,C-Reactive Protein (CRP) Ratio to Baseline at Week 16,1,0,Certolizumab
TNF,inflammation,C-reactive Protein (CRP) Ratio to Baseline at Week 2,1,0,Certolizumab
TNF,inflammation,C-reactive Protein (CRP) Ratio to Baseline at Week 4,1,0,Certolizumab
TNF,inflammation,C-reactive Protein (CRP) Ratio to Baseline at Week 6,1,0,Certolizumab
TNF,inflammation,"C-reactive protein (CRP) values, Subject global assessments",1,0,Etanercept
TNF,inflammation,"C-reactive protein (CRP), mg/L",1,0,Etanercept
TNF,inflammation,C-reactive Protein (CRP): eoJIA Sub-population,1,0,Etanercept
TNF,inflammation,C-reactive Protein (CRP): ERA Sub-population,1,0,Etanercept
TNF,inflammation,C-reactive Protein (CRP): Mean Change From Baseline (Week 0) to Week 52,1,0,Adalimumab
TNF,inflammation,C-reactive Protein (CRP): Mean Change From Baseline to Each Visit,1,0,Adalimumab
TNF,inflammation,C-reactive Protein (CRP): PsA Sub-population,1,0,Etanercept
TNF,inflammation,C-reactive protein and fecal calprotectin.,1,0,Golimumab
TNF,inflammation,C-reactive Protein Concentration as a Surrogate Marker of Inflammation,1,0,Infliximab
TNF,inflammation,"C-reactive Protein Level at Each of Weeks 1, 2, 4, 6, 8, 12 and 14",1,0,Certolizumab
TNF,inflammation,C-reactive Protein Levels,1,0,Etanercept
TNF,inflammation,C-reactive Protein Levels at Each Time Point,1,0,Etanercept
TNF,inflammation,C-reactive protein rate,1,0,Adalimumab
TNF,inflammation,C-reactive protein-based Ankylosing Spondylitis Disease Activity Score（ASDASCRP）,1,0,Etanercept
TNF,inflammation,"Change From Baseline (of Parent Study) in C-reactive Protein at Month 1, 3, 6, 9, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78, 84, 90 and 96 of Extension Study: Withdrawal Period",1,0,Etanercept
TNF,inflammation,"Change From Baseline (of Parent Study) in C-reactive Protein at Month 3, 6, 9, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78 and 96 of Extension Study: Re-treatment Period",1,0,Etanercept
TNF,inflammation,"Change From Baseline (of Parent Study) in C-reactive Protein at Month 6, 12, 18, 24, 30, 36, 42, 48, 54, 60, 66, 72, 78, 84, 90 and 96 of Extension Study: Active Treatment Period",1,0,Etanercept
TNF,inflammation,Change From Baseline (Week 0) in C-reactive Protein (CRP) at Week 12,1,0,Certolizumab
TNF,inflammation,Change From Baseline in American College of Rheumatology Response Criteria Components: C-reactive Protein Levels,1,0,Adalimumab
TNF,inflammation,Change From Baseline in Ankylosing Spondylitis Disease Activity Score (ASDAS) C-Reactive Protein (CRP) Score: Last Observation Carried Forward (LOCF): Period 3,1,0,Etanercept
TNF,inflammation,Change From Baseline in Ankylosing Spondylitis Disease Activity Score (ASDAS) C-Reactive Protein (CRP) Score: Observed Cases (OC): Period 1,1,0,Etanercept
TNF,inflammation,Change From Baseline in Ankylosing Spondylitis Disease Activity Score (ASDAS) C-Reactive Protein (CRP) Score: Observed Cases (OC): Period 2,1,0,Etanercept
TNF,inflammation,Change From Baseline in Ankylosing Spondylitis Disease Activity Score (ASDAS) C-Reactive Protein (CRP) Score: Observed Cases (OC): Period 3,1,0,Etanercept
TNF,inflammation,Change From Baseline in Ankylosing Spondylitis Disease Activity Score (ASDAS)-C-Reactive Protein (CRP) Score: Last Observation Carried Forward (LOCF): Period 1,1,0,Etanercept
TNF,inflammation,Change From Baseline in Ankylosing Spondylitis Disease Activity Score (ASDAS)-C-Reactive Protein (CRP) Score: Last Observation Carried Forward (LOCF): Period 2,1,0,Etanercept
TNF,inflammation,Change From Baseline in Ankylosing Spondylitis Disease Activity Score Based on C-Reactive Protein (ASDAS-CRP) at Month 6 and 12,1,0,Etanercept
TNF,inflammation,Change From Baseline in ASDAS CRP (Ankylosing Spondylitis Disease Activity Score-C Reactive Protein) Score at Week 4.,1,0,Etanercept
TNF,inflammation,Change From Baseline in ASDAS CRP Score at Week 8.,1,0,Etanercept
TNF,inflammation,Change From Baseline in ASDAS CRP Score at Weeks 12 and 16.,1,0,Etanercept
TNF,inflammation,Change From Baseline in C-Reactive Protein (CRP) at Month 6 and 12,1,0,Etanercept
TNF,inflammation,Change From Baseline in C-reactive Protein (CRP) at Week 12,1,0,Certolizumab
TNF,inflammation,"Change From Baseline in C-reactive Protein (CRP) at Week 2, 4, 6, 8, 10, 12, 16, 20 and 24/ET",1,0,Adalimumab
TNF,inflammation,Change From Baseline in C-Reactive Protein (CRP) at Week 26,1,0,Infliximab
TNF,inflammation,Change From Baseline in C-reactive Protein (CRP) at Week 28,1,0,Certolizumab
TNF,inflammation,Change From Baseline in C-Reactive Protein (CRP) at Week 30,1,0,Infliximab
TNF,inflammation,Change From Baseline in C-Reactive Protein (CRP) at Week 52,1,0,Etanercept
TNF,inflammation,"Change From Baseline in C-reactive Protein (CRP) at Weeks 14, 18, 24",1,0,Etanercept
TNF,inflammation,"Change From Baseline in C-reactive Protein (CRP) at Weeks 2, 4, 8, 12",1,0,Etanercept
TNF,inflammation,"Change From Baseline in C-reactive Protein (CRP) at Weeks 2, 4, 8, 12, 16, 20, 24, 32, 40, 48, and 52",1,0,Etanercept
TNF,inflammation,"Change From Baseline in C-Reactive Protein (CRP) at Weeks 4, 12, 24, 36, 52",1,0,Etanercept
