Targets,Drug,NCT_ID,URL,Phase,Status,Start_date,Enrollment,Conditions,N_primary,N_secondary,Primary_outcome_measures,Secondary_outcome_measures,Biomarker_measures
INSR,Insulin,NCT00624364,https://clinicaltrials.gov/study/NCT00624364,Phase 4,Completed,2004-05-01,140,"Diabetes; Diabetes Mellitus, Type 2",1,4,HbA1c,Adverse events ~ Cardiovascular risk factors ~ Incidence of hypoglycaemic episodes ~ Plasma glucose profiles,No
INSR,Insulin,NCT00624767,https://clinicaltrials.gov/study/NCT00624767,Phase 2,Completed,2008-03-01,18,Diabetes Mellitus,1,1,To evaluate the effect on postprandial glycemic control of intranasal insulin compared to NovoLog,To evaluate the pharmacokinetics of intranasal insulin compared to NovoLog,Yes
INSR,Insulin,NCT00625781,https://clinicaltrials.gov/study/NCT00625781,N/A,Completed,2008-02-01,72,Fetal Macrosomia; Impaired Glucose Tolerance,1,1,Perinatal morbidity and intrauterine growth,Children´s future health,No
INSR,Insulin,NCT00626080,https://clinicaltrials.gov/study/NCT00626080,N/A,Completed,2009-01-01,40,Type 1 Diabetes,2,3,"Cerebral blood flow, in brain regions associated with appetite control, as determined by H2O-PET ~ Cerebral metabolic rate of glucose, in brain regions associated with appetite control, as determined by FDG-PET","Activity in brain regions associated with appetite control, as determined by fMRI ~ CSF insulin concentration ~ Weight change",Yes
INSR,Insulin,NCT00627445,https://clinicaltrials.gov/study/NCT00627445,Phase 3,Completed,2008-02-01,441,"Diabetes; Diabetes Mellitus, Type 2",1,7,Change in Glycosylated Haemoglobin A1c (HbA1c),Change and Daily Average in 8-point Plasma Glucose ~ Change and Daily Average in Prandial Plasma Glucose Increment ~ Change in Body Weight ~ Number of Hypoglycaemic Episodes ~ Number of Nocturnal Hypoglycaemic Episodes ~,No
INSR,Insulin,NCT00627471,https://clinicaltrials.gov/study/NCT00627471,Phase 4,Terminated,2008-01-01,9,Type 2 Diabetes,1,1,Mean difference in HbA1c (efficacy),"Minor, severe and nocturnal Hypoglycaemic events (safety)",No
INSR,Insulin,NCT00634842,https://clinicaltrials.gov/study/NCT00634842,Phase 4,Completed,2008-02-01,244,"Diabetes; Diabetes Mellitus, Type 2",1,3,Percentage of Participants Achieving Glycosylated Haemoglobin A1c (HbA1c) Less Than 7%,"Change in Glycosylated Haemoglobin A1c (HbA1c) Percentage From Baseline ~ Incidence of Hypoglycaemic Episodes (All, Major, Minor and Symptoms Only) ~ Percentage of Participants Achieving Glycosylated Haemoglobin A1c (HbA",No
INSR,Insulin,NCT00635492,https://clinicaltrials.gov/study/NCT00635492,,Completed,2008-01-01,2515,Type 2 Diabetes Mellitus,1,20,Estimates of Probability to Remain on Initial Injectable Treatment at 12 and 24 Months.,Changes in HbA1c From Baseline to Month 24 ~ Changes in Weight From Baseline to Month 24 ~ Diet and Exercise Advice in Diabetes Management Associated With Treatment Choice at Baseline ~ Disinhibited Eating Associated Wit,No
INSR,Insulin,NCT00638209,https://clinicaltrials.gov/study/NCT00638209,N/A,Unknown,2008-02-01,42,Human Physiology of Energy Homeostasis,1,0,Insulin effect on cortical function (spectral analysis),,No
INSR,Insulin,NCT00639626,https://clinicaltrials.gov/study/NCT00639626,Phase 2,Terminated,2008-08-01,6,Cystic Fibrosis Related Diabetes,1,1,Blood Sugar,Lean Body Mass,No
INSR,Insulin,NCT00640991,https://clinicaltrials.gov/study/NCT00640991,Phase 3,Completed,2008-04-01,500,Cardiovascular Diseases; Hyperglycemia; Myocardial Infarction,1,11,The 24-hour difference in mean glucose between the two study groups.,"All cause mortality ~ Cardiac procedures ~ Cardiogenic shock ~ Hypokalemic episodes ~ Nonfatal recurrent myocardial infarction, nonfatal stroke, or cardiovascular death (as a composite and as separate outcomes) ~ Rehospi",No
INSR,Insulin,NCT00641056,https://clinicaltrials.gov/study/NCT00641056,Phase 3,Completed,2008-04-01,467,Type 2 Diabetes Mellitus,1,9,Change in HbA1c From Baseline to Week 26,Assessment on Event Rate of Treatment-emergent Hypoglycemic Episodes ~ Change in Blood Pressure From Baseline to Week 26 ~ Change in Body Weight (BW) From Baseline to Week 26 ~ Change in Fasting Serum Glucose (FSG) From ,No
INSR,Insulin,NCT00641407,https://clinicaltrials.gov/study/NCT00641407,Phase 4,Completed,2007-01-01,100,Hypoglycemia; Type 2 Diabetes Mellitus,1,1,Change in hemoglobin A1c (HbA1c) level from baseline to end point for each treatment group.,"Percentage of subjects achieving HbA1c ≤7%, incidence of self-reported hypoglycaemic episodes, comparison of SMPG values from 8-point profiles, insulin doses, and body weight.",No
INSR,Insulin,NCT00642616,https://clinicaltrials.gov/study/NCT00642616,Phase 3,Terminated,2009-03-01,34,Asthma; Moderate Chronic Obstructive Pulmonary Disease; Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,1,3,Change in Post-bronchodilator FEV1 From Baseline to Week 52,Change in HbA1C From Baseline to Week 52 ~ Number of Participants With Asthma Exacerbation by Treatment Arm ~ Number of Participants With COPD Exacerbation by Treatment Arm,No
INSR,Insulin,NCT00642681,https://clinicaltrials.gov/study/NCT00642681,,Completed,2007-12-01,20,Diabetes Mellitus; Upper Respiratory Infection,1,0,To measure Serum FDKP AUC,,No
INSR,Insulin,NCT00645528,https://clinicaltrials.gov/study/NCT00645528,N/A,Completed,2008-04-01,39,"Diabetes Mellitus, Type 2",3,3,"Barriers to Insulin Treatment Total Sum Score Visit 1 (Week 0) ~ Barriers to Insulin Treatment Total Sum Score Visit 2 (Week 2) ~ Change in ""Barriers to Insulin Treatment (BIT)"" Score From Before to After the Classes",Number of Patients Experiencing a Severe Hypoglycemic Event ~ Number of Subjects Experiencing Hypoglycemic Symptoms ~ Percent of Patients Who Begin Insulin,No
INSR,Insulin,NCT00646581,https://clinicaltrials.gov/study/NCT00646581,Phase 4,Completed,2006-10-01,30,Schizoaffective Disorder; Schizophrenia,6,0,CPT d Score ~ Improvement in Cognitive Function- CPT False Alarm Rate (Proportion) ~ Improvement in Cognitive Function- CPT Hits Rate (Proportion) ~ Improvement in Cognitive Function- CPT Reaction Time of Hits (Milliseco,,No
INSR,Insulin,NCT00652288,https://clinicaltrials.gov/study/NCT00652288,Phase 1,Completed,2007-04-01,36,"Diabetes Mellitus, Type I",1,1,Maximum Glucose Infusion Rate (GIR) to maintain euglycemia,Time to Maximum Glucose Infusion Rate,No
INSR,Insulin,NCT00653302,https://clinicaltrials.gov/study/NCT00653302,Phase 4,Completed,2003-04-01,280,Type 2 Diabetes,1,4,% of responders with HbA1c<7% and/or a final decrease of HbA1c>15% compare to the basal value (HbA1c final - HbA1c basal).,AE/SAE evaluation ~ Determination of the predictive criterion of HbA1c final ~ Determination of the predictive criterion of weight variation ~ HbA1c and weight variations (final value - basal value),No
INSR,Insulin,NCT00653341,https://clinicaltrials.gov/study/NCT00653341,Phase 3,Completed,2000-01-01,764,"Diabetes Mellitus, Type 2",1,1,Percentage of subjects reaching target HbA1c = or < 7% at endpoint and not experiencing symptomatic nocturnal hypoglycemia,"Safety data (Adverse events, vital signs, laboratory values, etc.)",No
INSR,Insulin,NCT00653510,https://clinicaltrials.gov/study/NCT00653510,N/A,Completed,2008-03-01,18,Type 2 Diabetes Mellitus,1,1,Metabolic changes,Left ventricular function,No
INSR,Insulin,NCT00654056,https://clinicaltrials.gov/study/NCT00654056,N/A,Completed,2008-03-01,8,Type 2 Diabetes Mellitus,1,1,Insulin sensitivity,Changes in insulin signaling proteins?,No
INSR,Insulin,NCT00655044,https://clinicaltrials.gov/study/NCT00655044,,Completed,2007-05-01,3637,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,1,HbA1C,Safety,No
INSR,Insulin,NCT00655200,https://clinicaltrials.gov/study/NCT00655200,,Completed,2008-02-01,2286,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,0,Safety profile of Insulin Detemir among Filipino patients,,No
INSR,Insulin,NCT00656422,https://clinicaltrials.gov/study/NCT00656422,Phase 3,Terminated,2007-11-01,66,Diabetes; Obesity,1,9,To describe changes in hepatic fat content between groups.,To describe changes in eating behavior and food selection between groups. ~ To describe changes in waist and hip circumferences between groups. ~ To describe changes in well being and disease perception between groups. ~,No
INSR,Insulin,NCT00657319,https://clinicaltrials.gov/study/NCT00657319,,Completed,2007-10-01,3495,"Diabetes; Diabetes Mellitus, Type 2",1,1,HbA1C,"General conditions (reason of switch, BMI, selected laboratory parameters, quality of care)",No
INSR,Insulin,NCT00657930,https://clinicaltrials.gov/study/NCT00657930,,Completed,2008-03-01,2289,"Diabetes; Diabetes Mellitus, Type 2",1,4,Efficacy (HbA1c),Body weight ~ FBG variability ~ Hypoglycaemia frequency ~ Insulin dose change,No
INSR,Insulin,NCT00657943,https://clinicaltrials.gov/study/NCT00657943,Phase 4,Completed,2008-04-01,415,Arteriosclerosis; Atherosclerosis; Type 2 Diabetes,1,1,Carotid intima media thickness,adverse events,No
INSR,Insulin,NCT00658099,https://clinicaltrials.gov/study/NCT00658099,,Completed,2007-11-01,699,"Diabetes; Diabetes Mellitus, Type 2",1,6,Change in weight,"Safety parameters by collecting (serious) adverse drug reactions, pregnancies and technical complaints. ~ The effect on metabolic control assessed by the changes in glycaemic parameters: HbA1c and blood glucose values ~ ",No
INSR,Insulin,NCT00659165,https://clinicaltrials.gov/study/NCT00659165,N/A,Completed,2008-04-01,10,Diabetes Mellitus,1,0,Calories Consumed After Fast.,,No
INSR,Insulin,NCT00659282,https://clinicaltrials.gov/study/NCT00659282,,Completed,2006-09-11,57610,"Diabetes; Diabetes Mellitus, Type 2",1,0,Incidence of major hypoglycaemic events reported as serious adverse drug reactions,,No
INSR,Insulin,NCT00659295,https://clinicaltrials.gov/study/NCT00659295,,Completed,2004-06-01,51170,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,0,"Incidence of Serious Adverse Reactions, Including Major Hypoglycaemic Events",,No
INSR,Insulin,NCT00659477,https://clinicaltrials.gov/study/NCT00659477,Phase 4,Completed,2008-03-01,117,"Diabetes Mellitus, Type 2",1,4,The change in blood glucose variability,Comparison of dose of insulins NPH vs Lantus ~ Development of diabetes compensation - fastig blood glucose and HbA1 ~ Development of weight of patients ~ Occurrence of adverse events,No
INSR,Insulin,NCT00660374,https://clinicaltrials.gov/study/NCT00660374,Phase 2,Completed,2008-02-01,402,"Diabetes; Diabetes Mellitus, Type 2",1,8,HbA1c,"4-point SMPG profiles ~ FPG ~ Frequency and severity of adverse events (including injection site reactions) ~ Fructosamine ~ HbA1c ~ Incidence of hypoglycaemic episodes ~ Laboratory safety parameters (haematology, bioche",No
INSR,Insulin,NCT00662714,https://clinicaltrials.gov/study/NCT00662714,Phase 3,Completed,2001-09-01,73,Cystic Fibrosis; Diabetes Mellitus,1,0,HbA1c,,No
INSR,Insulin,NCT00662857,https://clinicaltrials.gov/study/NCT00662857,Phase 2,Completed,2008-04-01,29,Diabetes Mellitus: Type 1,4,0,Bioequivalence of Two 15 U Cartridges (TI Inhalation Powder A) and One 30 U Cartridge (TI Inhalation Powder B) Based on Baseline Corrected Insulin AUC0-360 ~ Bioequivalence of Two 15 U Cartridges (TI Inhalation Powder A),,No
INSR,Insulin,NCT00663624,https://clinicaltrials.gov/study/NCT00663624,Phase 4,Withdrawn,,0,Diabetes,1,1,to determine whether initiation of hyperglycemia management in the ED with scheduled aspart insulin for patients versus usual care with type 2 diabetes will result in a decrease in subsequent hospital length of stay.,"to determine diff. in the mean BG during the ED stay, the mean BG achieved during hospital, frequency of hypoglycemia during the ED and hospital visits among those treated with the scheduled protocol insulin regimen vs. ",No
INSR,Insulin,NCT00664534,https://clinicaltrials.gov/study/NCT00664534,Phase 4,Completed,2008-04-01,344,"Diabetes Mellitus, Type 2",1,10,Baseline Adjusted Glycosylated Hemoglobin (HbA1c) at Endpoint,"7-point Self-monitored Blood Glucose Profiles ~ Body Weight Change From Baseline to Endpoint ~ HbA1c Over Time ~ Incidence of All Self-reported Hypoglycemic Episodes ~ Mean Daily Total, Basal and Prandial Insulin Dose ~ ",No
INSR,Insulin,NCT00665093,https://clinicaltrials.gov/study/NCT00665093,,Completed,2007-05-01,1569,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,1,HbA1c,"FPG, PG profile, weight, % of subjects on target",No
INSR,Insulin,NCT00665808,https://clinicaltrials.gov/study/NCT00665808,,Completed,2007-10-01,8125,"Diabetes; Diabetes Mellitus, Type 2",1,10,treatment satisfaction (DTSQs and DTSQc),"Adverse drug reactions, ADR ~ Body weight ~ Hypoglycemia ~ Insulin dose ~ Pregnancy ~ Serious adverse drug reactions, SADR ~ concomitant diabetes therapy (OADs) ~ diabetes-related quality of life (ADDQoL) ~ general healt",No
INSR,Insulin,NCT00666718,https://clinicaltrials.gov/study/NCT00666718,Phase 3,Completed,2008-04-01,374,"Diabetes Mellitus, Type 2",1,10,Change From Baseline in Hemoglobin A1c (HbA1c) to Week 24,7-point Self-monitored Blood Glucose Profiles (SMBG) at Endpoint ~ Change From Baseline in HbA1c at Week 12 and Week 24 ~ Change in Body Weight From Baseline to Week 24 ~ Glycemic Variability at Endpoint ~ Number of Inje,No
INSR,Insulin,NCT00668850,https://clinicaltrials.gov/study/NCT00668850,Phase 3,Unknown,2008-04-01,500,Diabetes Mellitus,1,1,"To compare the efficacy of Generex Oral-lyn™ RapidMist™ System and standard regular human insulin therapy as measured by HbA1c, in type-1 diabetes mellitus subjects on BID NPH intermediate acting insulin therapy","To evaluate the safety, tolerability, and satisfaction with Generex Oral-lyn™ therapy when administered by the RapidMist™ Diabetes Management System",No
INSR,Insulin,NCT00669864,https://clinicaltrials.gov/study/NCT00669864,Phase 4,Completed,2007-11-01,293,"Diabetes; Diabetes Mellitus, Type 2",1,5,Change in HbA1c (Glycosylated Haemoglobin A1c),"Change in 8-point Plasma Glucose Profile ~ Hypoglycaemic Episodes ~ Hypoglycaemic Episodes, Diurnal/Nocturnal ~ Percentage of Subjects Achieving HbA1c Below or Equal to 6.5% ~ Percentage of Subjects Achieving HbA1c Less ",No
INSR,Insulin,NCT00670228,https://clinicaltrials.gov/study/NCT00670228,Phase 3,Terminated,2008-04-01,34,AMI,1,3,Infarct Size Absolute Change From Baseline at Day 60,Biomarkers of Inflammation Measurement: CRP (C-Reactive Protein) ~ Left Ventricular (LV) Function Evaluated by Cardiac Magnetic Resonance Imaging (MRI) ~ Occurrence of the Major Adverse Cardiovascular Events (MACE),Yes
INSR,Insulin,NCT00670683,https://clinicaltrials.gov/study/NCT00670683,,Completed,2007-07-01,797,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,6,Incidence of adverse events,2hr-PPBG (2hr-Post Prandial Blood Glucose) ~ Adverse events ~ Clinical laboratory abnormality ~ FBG (Fasting Blood Glucose) ~ HbA1c ~ Weight,No
INSR,Insulin,NCT00670722,https://clinicaltrials.gov/study/NCT00670722,,Completed,2008-01-01,6500,"Diabetes; Diabetes Mellitus, Type 2",1,7,HbA1c after switch from human insulin to modern insulin treatment,Body weight ~ Glucose variability as measured by FPG ~ Insulin dose and number of injections ~ Number of adverse drug reactions (ADR) ~ Number of hypoglycaemic events ~ Percentage of subjects to reach HbA1c below 7.0% an,No
INSR,Insulin,NCT00671008,https://clinicaltrials.gov/study/NCT00671008,,Completed,2007-12-01,400,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,5,Glycaemic control as measured by HbA1c,Change in body weight ~ Percentage of subjects on once vs twice daily injections of Levemir® or NovoMix® 30 ~ Percentage of subjects to reach HbA1c below 7.0% and =6.5% ~ The effect on glycamic control as measured by FPG,No
INSR,Insulin,NCT00673309,https://clinicaltrials.gov/study/NCT00673309,Phase 2,Completed,2000-07-01,644,Burns,1,3,Decrease Hypermetabolism as Measured by Stable Isotope Infusion Study,Improved Rate of Wound Healing ~ Incidence of Morbidity and Mortality ~ Incidence of Sepsis,No
INSR,Insulin,NCT00673621,https://clinicaltrials.gov/study/NCT00673621,Phase 1,Completed,2008-05-01,30,Asthma; Diabetes Mellitus,1,0,AUCF 0-360 min of serum insulin,,No
INSR,Insulin,NCT00674050,https://clinicaltrials.gov/study/NCT00674050,Phase 1,Completed,2008-05-01,13,Diabetes Mellitus; Healthy Subjects,1,0,PK parameters of serum insulin,,No
INSR,Insulin,NCT00675220,https://clinicaltrials.gov/study/NCT00675220,,Completed,2007-06-01,373,"Delivery Systems; Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,0,Safety profile of Insulin Aspart among Filipino patients,,No
INSR,Insulin,NCT00675493,https://clinicaltrials.gov/study/NCT00675493,,Completed,2008-05-01,942,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,8,Change in HbA1c from baseline,Change in FPG (glucose variability) ~ Change in PPG (postprandial control) ~ Change in body weight ~ Change in insulin dose and number of injections ~ Change in number of hypoglycaemic events ~ Change in oral antidiabeti,No
INSR,Insulin,NCT00676741,https://clinicaltrials.gov/study/NCT00676741,,Completed,2008-02-01,3809,"Diabetes; Diabetes Mellitus, Type 2",1,8,Metabolic control measured as HbA1c,Change in FPG (glucose variability) ~ Change in PPG (postprandial control) ~ Change in body weight ~ Change in insulin dose and number of injections ~ Change in number of hypoglycaemic events during 4 weeks proceeding ro,No
INSR,Insulin,NCT00676819,https://clinicaltrials.gov/study/NCT00676819,Phase 4,Completed,2002-01-10,19,"Diabetes; Diabetes Mellitus, Type 2",1,10,Glucose infusion rate,AUCGIR(0 min-end of clamp) the area under the GIR profile ~ AUCGIR(0-300 min) the area under the GIR profile ~ AUCGIR(300min-end of clamp) the area under the GIR profile ~ AUCINS(0-300 min) the area under the serum insul,No
INSR,Insulin,NCT00678080,https://clinicaltrials.gov/study/NCT00678080,N/A,Completed,2008-09-01,25,Pregnancy Complications,2,8,The Number of Participants Who Achieved a Hemoglobin A1C <7%,Body Mass Index ~ Number of Participants Who Failed Metformin Therapy ~ Number of Participants Who Had a Cesarean Section ~ Number of Participants Who Had a Newborn With Respiratory Distress Syndrome ~ Number of Particip,No
INSR,Insulin,NCT00679237,https://clinicaltrials.gov/study/NCT00679237,N/A,Completed,2007-09-01,1600,Coronary Heart Disease,1,0,New cardiovascular events (MACE),,No
INSR,Insulin,NCT00681460,https://clinicaltrials.gov/study/NCT00681460,N/A,Completed,2008-05-01,78,"Diabetes, Gestational; Insulin Resistance",1,1,newborn weight,"parameters of metabolic control in mother and newborn, insulin resistance, inflammatory reaction, oxidative stress, fetal growth,",No
INSR,Insulin,NCT00686712,https://clinicaltrials.gov/study/NCT00686712,Phase 4,Completed,2003-02-01,108,Type 2 Diabetes Mellitus,1,6,Hemoglobin A1c Change From Baseline,Any Adverse Event Other Than Hypoglycemia ~ Body Mass Index Change From Baseline ~ Frequency of Glucose Readings < 130 mg/dL ~ Frequency of Severe Hypoglycemic Reactions ~ Frequency of Total Hypoglycemic Reactions ~ Tota,No
INSR,Insulin,NCT00687063,https://clinicaltrials.gov/study/NCT00687063,,Completed,2008-04-01,10008,"Diabetes; Diabetes Mellitus, Type 2",1,7,Weight change from baseline,"FBG (Fasting Blood Glucose) change from baseline ~ HbA1c change from baseline ~ Insulin dose and frequency at the end of the study ~ Number of all adverse events ~ Number of all hypoglycemic episodes (24 hr, daytime and ",No
INSR,Insulin,NCT00687284,https://clinicaltrials.gov/study/NCT00687284,,Completed,2008-02-01,2188,"Diabetes; Diabetes Mellitus, Type 2",1,4,Change in glycaemic control as measured by HbA1c.,Change in body weight ~ Change in waist and hip perimeter ~ Percentage of subjects to reach HbA1c below 7.0% and below or equal 6.5% ~ The effect on glycaemic control as measured by FPG,No
INSR,Insulin,NCT00687453,https://clinicaltrials.gov/study/NCT00687453,Phase 4,Terminated,2003-02-01,27,Type 2 Diabetes Mellitus,1,6,Hemoglobin A1c Change From Baseline,"Any Adverse Event Other Than Hypoglycemia ~ Body Mass Index Change From Baseline ~ Frequency of Pre-supper Glucose Readings 130 mg/dL or Less, Change From Baseline ~ Frequency of Severe Hypoglycemic Reactions ~ Frequency",No
INSR,Insulin,NCT00687466,https://clinicaltrials.gov/study/NCT00687466,Phase 3,Unknown,2005-08-01,70,Cystic Fibrosis; Glucose Intolerance,1,1,Nutritional status evaluated as variations of Z score of BMI,Glucose tolerance improvement evaluated as improvement of glycometabolic parameter (glycosylated Hb),No
INSR,Insulin,NCT00690534,https://clinicaltrials.gov/study/NCT00690534,Phase 1,Completed,2005-09-01,88,Sarcopenia,1,1,muscle protein synthesis,blood flow,No
INSR,Insulin,NCT00693771,https://clinicaltrials.gov/study/NCT00693771,Phase 4,Completed,2008-04-01,313,"Diabetes Mellitus, Type 2",1,1,HbA1c values,Adverse events including hypoglycemia,No
INSR,Insulin,NCT00696163,https://clinicaltrials.gov/study/NCT00696163,,Completed,2008-04-01,24975,"Diabetes; Diabetes Mellitus, Type 2",1,2,Change in Quality of Life from baseline (using QoLD questionnaire),Efficacy ~ Safety,No
INSR,Insulin,NCT00696995,https://clinicaltrials.gov/study/NCT00696995,,Completed,2007-01-01,509,"Diabetes; Diabetes Mellitus, Type 2",1,3,"The number of serious adverse drug reactions, including major hypoglycaemic events",Fasting plasma glucose at visits ~ HbA1c ~ The number of all hypoglycaemic events,No
INSR,Insulin,NCT00697450,https://clinicaltrials.gov/study/NCT00697450,,Completed,2008-07-01,206,"Diabetes; Diabetes Mellitus, Type 2",1,2,Weight effect,Improvement in FPG levels ~ Improvement in HbA1c levels,No
INSR,Insulin,NCT00698126,https://clinicaltrials.gov/study/NCT00698126,,Completed,2007-10-01,4099,"Diabetes; Diabetes Mellitus, Type 2",1,9,Number of major hypoglycaemic events reported as serious adverse drug reactions,Number of all major (daytime and nocturnal) hypoglycaemic events ~ Number of all minor (daytime and nocturnal) hypoglycaemic events during 4 weeks preceding each study visit ~ Number of hypoglycaemia events in the two di,No
INSR,Insulin,NCT00698269,https://clinicaltrials.gov/study/NCT00698269,,Completed,2008-02-01,5926,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",2,7,Change in HbA1c ~ Incidence of major hypoglycaemic events reported,Body weight ~ Change in FPG ~ Change in PPG ~ Change in number of hypoglycaemic events in the last 4 weeks before routine visits ~ Change in number of nocturnal Hypoglycaemic events in the last 4 weeks before routine vis,No
INSR,Insulin,NCT00698802,https://clinicaltrials.gov/study/NCT00698802,Phase 2,Completed,2008-06-01,397,"Diabetes; Diabetes Mellitus, Type 2",1,9,HbA1c,"4-point SMPG profiles ~ FPG ~ Frequency and severity of adverse events (including injection site reactions) ~ Fructosamine ~ HbA1c ~ Incidence of hypoglycaemic episodes ~ Laboratory safety parameters (haematology, bioche",No
INSR,Insulin,NCT00699179,https://clinicaltrials.gov/study/NCT00699179,,Completed,2008-06-01,2308,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,8,Change in HbA1c from baseline,Change in FPG (glucose variability) ~ Change in PPG (postprandial control) ~ Change in body weight and waist circumference ~ Change in insulin dose and number of injections ~ Change in number of major hypoglycaemic event,No
INSR,Insulin,NCT00700154,https://clinicaltrials.gov/study/NCT00700154,N/A,Terminated,2011-11-01,40,Diabetes Mellitus; Hyperglycemia; Infection; Insulin Resistance; Surgery; Ulcers,1,3,Plasma glucose levels,HbA1c ~ Hospital stay ~ laboratories for inflammation and oxidative stress,No
INSR,Insulin,NCT00700362,https://clinicaltrials.gov/study/NCT00700362,,Withdrawn,2011-12-01,0,Diabetes Mellitus; Hyperglycemia; Infection; Insulin Resistance,1,3,Plasma glucose level.,HbA1c ~ Hospital stay ~ laboratories for inflammation and oxidative stress.,No
INSR,Insulin,NCT00700622,https://clinicaltrials.gov/study/NCT00700622,Phase 3,Terminated,2008-05-01,130,"Diabetes, Type 1",1,0,Change From Baseline in HbA1c to Week 16,,No
INSR,Insulin,NCT00700648,https://clinicaltrials.gov/study/NCT00700648,,Completed,2008-03-01,3024,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",2,1,Incidence of AEs (adverse event) ~ Incidence of SAEs (serious adverse event),Other safety & efficacy measures,No
INSR,Insulin,NCT00700765,https://clinicaltrials.gov/study/NCT00700765,,Completed,2008-01-01,1531,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",2,6,Incidence of serious adverse drug reactions (SADRs) ~ Major hypoglycaemic events,HbA1c ~ Number of all adverse events ~ Number of all hypoglycaemic events ~ Number of serious adverse events ~ Variability in fasting blood glucose (FBG) and average plasma glucose level ~ Weight changes,No
INSR,Insulin,NCT00700830,https://clinicaltrials.gov/study/NCT00700830,,Completed,2008-01-01,1976,"Diabetes; Diabetes Mellitus, Type 2",1,3,Assessment the incidence of the Serious Adverse Events including the major Hypoglycaemia.,FBG (Fasting Blood Glucose) ~ HbA1c ~ Weight,No
INSR,Insulin,NCT00700960,https://clinicaltrials.gov/study/NCT00700960,,Completed,2007-06-01,2745,"Diabetes; Diabetes Mellitus, Type 2",1,0,HbA1c,,No
INSR,Insulin,NCT00701155,https://clinicaltrials.gov/study/NCT00701155,,Completed,2007-07-01,3593,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,7,Incidence of serious ADRs incl. major hypoglycemias,HbA1c ~ Number of all adverse events ~ Number of all hypoglycemic events ~ Number of serious adverse events ~ Subgroup analysis of hypoglycemias ~ Variability in fasting Blood Sugar and average plasma glucose levels ~ We,No
INSR,Insulin,NCT00701831,https://clinicaltrials.gov/study/NCT00701831,Phase 4,Completed,2008-05-01,241,"Diabetes Mellitus, Type 2",4,4,"Final dose ~ HbA1c, FBG ~ Number of dose adjustment ~ Time to dose titration",DTSQ ~ Hypoglycemia ~ Noctural hypoglycemia ~ Physician Satisfaction Questionnaire,No
INSR,Insulin,NCT00704223,https://clinicaltrials.gov/study/NCT00704223,,Completed,2008-05-01,619,"Diabetes; Diabetes Mellitus, Type 2",1,3,number of major and minor hypoglycaemic events and adverse events,FBG ~ HbA1c ~ PPBG,No
INSR,Insulin,NCT00704574,https://clinicaltrials.gov/study/NCT00704574,,Completed,2008-01-01,159,"Diabetes; Diabetes Mellitus, Type 2",1,5,"Incidence of serious adverse drug reactions, including major hypoglycaemic events",BMI changes ~ HbA1c ~ Number of adverse drug reactions ~ Number of all hypoglycaemic events ~ Variability in FPG (Fasting Plasma Glucose),No
INSR,Insulin,NCT00706017,https://clinicaltrials.gov/study/NCT00706017,,Completed,2007-09-01,2282,"Diabetes; Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",1,2,Incidence of SADR (serious adverse drug reactions ) incl major hypo (hypoglycaemic events),Glucose control measures ~ Weight,No
INSR,Insulin,NCT00708578,https://clinicaltrials.gov/study/NCT00708578,Phase 4,Completed,2008-05-01,99,Type 2 Diabetes Mellitus,1,3,HbA1c values,Fasting Blood Glucose level ~ Hypoglycemia events ~ Percentage of patients with HbA1c < 7%,No
INSR,Insulin,NCT00709475,https://clinicaltrials.gov/study/NCT00709475,,Completed,2008-05-01,747,"Diabetes; Diabetes Mellitus, Type 2",1,6,"Incidence of serious adverse drug reactions, evaluated via number of major hypoglycaemic events",Fasting glucose level control compared to baseline as measured by FBG ~ HbA1c compared to baseline ~ Number of all - daytime and nocturnal - hypoglycaemic events ~ Number of all adverse events ~ Number of serious adverse,No
INSR,Insulin,NCT00709683,https://clinicaltrials.gov/study/NCT00709683,,Completed,2008-05-01,216,"Diabetes; Diabetes Mellitus, Type 2",1,9,Incidence of major hypoglycaemic events reported as serious adverse drug reactions,"Average (mean) fasting plasma glucose level ~ Average post-breakfast (90-120 mins), post-lunch (90-120 mins), post-dinner (90-120 mins) plasma glucose level ~ HbA1c change from baseline ~ Number of all major (daytime and",No
