Targets,Drug,NCT_ID,URL,Phase,Status,Start_date,Enrollment,Conditions,N_primary,N_secondary,Primary_outcome_measures,Secondary_outcome_measures,Biomarker_measures
DRD2,Aripiprazole,NCT00208169,https://clinicaltrials.gov/study/NCT00208169,Phase 4,Completed,2005-03-01,30,Anxiety Disorders; Bipolar Disorder; Major Depressive Disorder; Schizoaffective Disorder; Schizophrenia; Subst,1,2,"The primary outcome measure will be days of abstinence during the 12-week follow-up, as measured by the Time Line Follow Back Scale (TLFBS) and the Addiction Severity Index (ASI).","Secondary outcome measures will assess severity of symptoms as measured by the Hamilton Depression Rating Scale (HAM-D), Hamilton Anxiety Scale (HAM-A), Young Mania Rating Scale (YMRS), and the Brief Psychiatric Rating S",No
DRD2,Aripiprazole,NCT00208533,https://clinicaltrials.gov/study/NCT00208533,Phase 2,Completed,2004-02-01,11,Autism,1,0,Clinical Global Impressions,,No
DRD2,Aripiprazole,NCT00209027,https://clinicaltrials.gov/study/NCT00209027,N/A,Terminated,2005-04-01,20,Schizophrenia,1,0,BOLD Activation During fMRI Scanning During Performance of a Monetary Reward Task,,No
DRD2,Aripiprazole,NCT00211302,https://clinicaltrials.gov/study/NCT00211302,N/A,Terminated,2003-08-01,8,Schizoaffective Disorder; Schizophrenia,2,0,SAM-BFT + cognitive tests ~ fMRI,,No
DRD2,Aripiprazole,NCT00211380,https://clinicaltrials.gov/study/NCT00211380,N/A,Terminated,2003-08-01,8,Schizoaffective Disorder; Schizophrenia,2,0,SAM-BFT + cognitive tests ~ fMRI,,No
DRD2,Aripiprazole,NCT00216476,https://clinicaltrials.gov/study/NCT00216476,Phase 3,Completed,2004-10-01,753,Psychotic Disorders; Schizophrenia,1,4,Mean Relapse Free Period(Risperidone LAI Versus Quetiapine),Change From Baseline to Endpoint in Clinical Global Impression Scale (CGI) Score ~ Change From Baseline to Endpoint in Short-Form Health Survey 12 (SF-12) Scores ~ Change From Baseline to Endpoint in Total Positive and N,No
DRD2,Aripiprazole,NCT00216723,https://clinicaltrials.gov/study/NCT00216723,,Completed,2004-04-01,3000,Bipolar Disorder; Schizophrenia,0,0,,,
DRD2,Aripiprazole,NCT00220636,https://clinicaltrials.gov/study/NCT00220636,Phase 4,Completed,2005-03-01,15,"Depressive Disorder, Major",1,3,Hamilton Depression Rating Scale (HDRS),Change in Beck Depression Inventory (BDI) Score ~ Change in Global Assessment of Functioning Scale (GAFS) ~ Clinical Global Impressions Improvement Scale (CGI),No
DRD2,Aripiprazole,NCT00221416,https://clinicaltrials.gov/study/NCT00221416,Phase 3,Completed,2005-06-01,30,Bipolar Disorder,1,1,YMRS & CGI,OAS CDRS-R,No
DRD2,Aripiprazole,NCT00221962,https://clinicaltrials.gov/study/NCT00221962,Phase 4,Completed,2005-04-01,23,Attention Deficit Hyperactivity Disorder,1,0,Effectiveness and cognitive effects,,No
DRD2,Aripiprazole,NCT00222833,https://clinicaltrials.gov/study/NCT00222833,Phase 4,Completed,2004-10-01,30,Cardiovascular Diseases; Hyperlipidemia; Overweight,1,6,"To examine heart health factors: serum lipids, serum leptin, fasting blood glucose, body weight, and blood pressure",Attitude towards medication ~ Changes in clinical state ~ Cognition and insight ~ Pre-existing or emergent side effects ~ Quality of life ~ Social functioning,No
DRD2,Aripiprazole,NCT00223418,https://clinicaltrials.gov/study/NCT00223418,N/A,Completed,2004-01-01,43,Schizoaffective Disorder; Schizophenia Disorder,2,9,"Card Sorting Task at baseline, 13 and 14 weeks ~ Toilet Tank Assembly Task at 13 and 14 weeks",Brief Psychiatric Rating Scale at baseline and 13 week ~ Global Assessment of Functioning Scale at baseline and 13 week ~ Negative Symptom Assessment at baseline and 13 week ~ STAN neurocognitive tests at baseline and 13,No
DRD2,Aripiprazole,NCT00223496,https://clinicaltrials.gov/study/NCT00223496,Phase 4,Completed,2004-09-01,32,Bipolar Disorder,1,0,Primary Measure:Reduction in Depression Symptoms,,No
DRD2,Aripiprazole,NCT00224822,https://clinicaltrials.gov/study/NCT00224822,Phase 4,Completed,2004-03-01,27,Bipolar Disorder; Metabolic Syndrome X; Schizoaffective Disorder; Schizophrenia,2,1,Other primary outcomes with regard to efficacy will be scores on the Brief Psychiatric Rating Scale (BPRS) and Clinical Global Impressions (CGI) compared to baseline. ~ The primary outcome assessment is weight gain/body ,"Fasting lipids, glucose profiles and electrocardiogram (EKG) results compared to baseline to assess glucose, weight, lipids, and heart rhythms",No
DRD2,Aripiprazole,NCT00226317,https://clinicaltrials.gov/study/NCT00226317,N/A,Completed,2004-04-01,20,Bipolar Disorder,1,0,Depression state,,No
DRD2,Aripiprazole,NCT00232687,https://clinicaltrials.gov/study/NCT00232687,Phase 4,Completed,2005-06-01,450,Schizophrenia,1,1,Proportion of patients who discontinue because of Adverse Events,"Change in Clinical Global Impression scale, Investigator Assessment Questionnaire, cognitive functioning and outcome research assessments at endpoint",No
DRD2,Aripiprazole,NCT00237874,https://clinicaltrials.gov/study/NCT00237874,Phase 2,Completed,2004-02-01,15,Psychosis; Schizophrenia,1,0,Total Score of the Scale Of Prodromal Symptoms,,No
DRD2,Aripiprazole,NCT00237913,https://clinicaltrials.gov/study/NCT00237913,Phase 3,Completed,2004-07-01,700,Schizophrenia,1,1,Score on the Investigator Assessment Questionnaire at week 26,Clinical Global Impression scale and patient preference of medication at endpoint,No
DRD2,Aripiprazole,NCT00237939,https://clinicaltrials.gov/study/NCT00237939,Phase 3,Completed,2002-09-01,1200,Schizophrenia,1,1,Clinical Global Impression-Improvement at endpoint,Patients' and caregivers' medication preference,No
DRD2,Aripiprazole,NCT00239356,https://clinicaltrials.gov/study/NCT00239356,Phase 3,Completed,2003-03-01,119,Schizophrenia,1,6,Mean Clinical Global Impression Severity Score (CGI-S) From Baseline Through End of Study- - Safety Population.,"Mean Exposure to Aripiprazole at Days 541 to 630, Days 721 to 810 and Days 1081 to 1170 - Safety Population ~ Number of Participants With Death, Serious Adverse Events (SAEs), Adverse Events (AEs), and Discontinuation Du",No
DRD2,Aripiprazole,NCT00241176,https://clinicaltrials.gov/study/NCT00241176,Phase 4,Completed,2005-09-01,11,Tic Disorders; Tourette's Syndrome,1,1,Calculating Difference Between Means (Baseline and Endpoint Scores on the Yale Global Tic Severity Scale Subscales),Clinical Global Impression Severity Scores,No
DRD2,Aripiprazole,NCT00245206,https://clinicaltrials.gov/study/NCT00245206,Phase 4,Completed,2005-08-01,406,Alzheimer's Disease; Dementia; Schizophrenia,3,0,"Change in Body Mass Index ~ Change in Fasting Plasma Glucose (FPG) ~ Change in LDL cholesterol, HDL cholesterol, and triglycerides",,No
DRD2,Aripiprazole,NCT00250705,https://clinicaltrials.gov/study/NCT00250705,Phase 4,Completed,2004-11-17,12,Conduct Disorder,3,2,Children's Aggression Scale-Parent Version ~ Overt Aggression Scale-Modified (OAS-M) ~ The Primary Outcome Efficacy Measure: Rating of Aggression Against People and/or Property Scale (RAAPP) (Kemph et al 1993),"Secondary Outcome Measures Were the Clinical Global Impression--Improvement (CGI-I) Scales (NIMH, 1985a). ~ Secondary Outcome Measures Were the Clinical Global Impression-Severity (CGI-S) Scale (NIMH, 1985a).",No
DRD2,Aripiprazole,NCT00257972,https://clinicaltrials.gov/study/NCT00257972,Phase 3,Completed,2004-10-01,400,Bipolar Disorder,1,1,Change from baseline to endpoint in a mania rating scale,Response rate and Clinical Global Impression Scale at endpoint,No
DRD2,Aripiprazole,NCT00261443,https://clinicaltrials.gov/study/NCT00261443,Phase 4,Completed,2005-09-01,1270,Bipolar Disorder,1,123,"Proportion of Participants Not Experiencing Relapse to Any Mood Episode Through Week 52, Phase 3",Adjusted Mean Change From Baseline in AIMS Item 10 During Phase 3 ~ Adjusted Mean Change From Baseline in AIMS Item 8 During Phase 3 ~ Adjusted Mean Change From Baseline in AIMS Item 9 During Phase 3 ~ Adjusted Mean Chan,No
DRD2,Aripiprazole,NCT00276874,https://clinicaltrials.gov/study/NCT00276874,Phase 1,Completed,2006-01-01,41,Cocaine-Related Disorders,1,1,Behavioral effects of cocaine,Heart rate; blood pressure; ECG,No
DRD2,Aripiprazole,NCT00276978,https://clinicaltrials.gov/study/NCT00276978,Phase 3,Withdrawn,2005-06-01,0,Therapy-resistant Depression,1,0,rate of response as defined by a more or equal 50 % reduction of baseline HAM-D (Hamilton Depression Rating scale),,No
DRD2,Aripiprazole,NCT00277212,https://clinicaltrials.gov/study/NCT00277212,Phase 4,Completed,2005-12-01,1169,Bipolar Disorder,1,16,Proportion of Participants Not Experiencing Relapse Through Week 52 in the Double-Blind Relapse Assessment Phase (Phase 2),Adjusted Mean Change From Baseline in Abnormal Involuntary Movement Scale (AIMS) Total Score ~ Adjusted Mean Change From Baseline in BMI by Study Week ~ Adjusted Mean Change From Baseline in Barnes Akathisia Global Clini,No
DRD2,Aripiprazole,NCT00279409,https://clinicaltrials.gov/study/NCT00279409,Phase 2,Terminated,2006-07-01,10,Attention Deficit Hyperactivity Disorder,1,0,ADHD Rating Scale - IV (ADHD-RS-IV),,No
DRD2,Aripiprazole,NCT00282139,https://clinicaltrials.gov/study/NCT00282139,N/A,Terminated,2004-01-01,40,Tourette's Syndrome,1,1,Global improvement in severity of symptoms (tic behaviors),"Assessment of behavior (improvement and severity) for co-morbid conditions, OCD and/or ADHD",No
DRD2,Aripiprazole,NCT00283179,https://clinicaltrials.gov/study/NCT00283179,Phase 3,Completed,2004-03-01,83,Schizoaffective Disorder; Schizophrenia,1,1,PANSS-total score,"PANSS-positive score, PANSS-negative score, CGI-severity score, CGI-improvement score, and safety/tolerability.",No
DRD2,Aripiprazole,NCT00288353,https://clinicaltrials.gov/study/NCT00288353,Phase 3,Terminated,2006-01-01,48,Bipolar Disorder; Schizoaffective Disorder; Schizophrenia,1,5,Triglyceride/High-density Lipoprotein (TG/HDL) Ratio,Body Mass Index (BMI) ~ Cholesterol ~ High-Density Lipoprotein (HDL) ~ Triglyceride (TG) ~ Weight,No
DRD2,Aripiprazole,NCT00288366,https://clinicaltrials.gov/study/NCT00288366,N/A,Completed,2006-01-01,49,Bipolar Disorder; Schizoaffective Disorder; Schizophrenia,1,0,HDL Ratio,,No
DRD2,Aripiprazole,NCT00292409,https://clinicaltrials.gov/study/NCT00292409,Phase 3,Completed,2005-03-01,400,Schizophrenia and Schizoaffective Disorder,1,3,Clinical Global Impression-Improvement at endpoint,Clinical Global Impression scale ~ Investigator's Assessment Questionnaire ~ Patient preference of medication at endpoint,No
DRD2,Aripiprazole,NCT00300846,https://clinicaltrials.gov/study/NCT00300846,Phase 4,Completed,2005-12-01,200,Schizophrenia,2,4,Evaluate effect on patient weight of adjunctive therapy of aripiprazole with clozapine versus clozapine mono-therapy in schizophrenic patients who are not optimally controlled on clozapine. ~ The mean change from baselin,"Effectiveness (IAQ, GAF) ~ Efficacy (PANSS, CGI) ~ Patient Reported Outcomes ~ Safety",No
DRD2,Aripiprazole,NCT00304616,https://clinicaltrials.gov/study/NCT00304616,Phase 4,Completed,2004-10-01,500,Schizophrenia,1,6,"CGI-I mean score(at week 1, 3, 4, 8 & every 4 weeks until week 26)","AEs, Vital Signs, Weight gain, Prolactin increase, extrapyramidal syndrome, sleep disturbance, Laboratory tests (at week 1, 2, 4, 8 & every 4 weeks until week 26). ~ CGI-S (at week 1, 3, 4, 8 & every 4 weeks until week 2",No
DRD2,Aripiprazole,NCT00304655,https://clinicaltrials.gov/study/NCT00304655,Phase 4,Completed,2004-07-01,300,Schizoaffective Disorder; Schizophrenia,1,10,"PANSS-total score (at screening, week 1, 2, 3, 4, 6, 8, 12, 16, 26, 40, 52)","Pharmacokinetic is evaluated by concentration of aripiprazole in blood (at Week 3, 4, 6, 8). ~ SAS, AIMS, Barnes (at baseline, week 1, 2, 3, 4, 6, 8, 12, 16, 26, 40, 52) ~ [Efficacy] PANSS-positive, PANSS-negative, CGI-s",Yes
DRD2,Aripiprazole,NCT00305370,https://clinicaltrials.gov/study/NCT00305370,Phase 4,Completed,2005-08-01,20,Attention Deficit Hyperactivity Disorder; Bipolar Disorder,3,6,Scores in the SNAP-IV (ADHD) ~ Scores in the Young Mania Rating Scale (BD) ~ Weight,Report of side events ~ Scores in CGI ~ Scores in the CDRS ~ Scores in the CMRS-P ~ Scores in the Kutcher Adolescent Depression Scale ~ Scores of quality of life (YQOL-R),No
DRD2,Aripiprazole,NCT00308074,https://clinicaltrials.gov/study/NCT00308074,Phase 2,Completed,2006-02-01,14,Asperger's Disorder; Autism; Pervasive Developmental Disorder,2,2,Aberrant Behavior Checklist-Irritability Subscale ~ Clinical Global Impressions-Improvement,Brief Psychiatric Rating Scale for Children (BPRS-C) ~ Yale-Brown Obsessive Compulsive Scale (Y-BOCS),No
DRD2,Aripiprazole,NCT00312598,https://clinicaltrials.gov/study/NCT00312598,,Completed,2005-08-01,30,Mood Disorders; Schizoaffective Disorder; Schizophrenia; Schizophreniform Disorder,3,0,BMI change ~ Body composition change ~ Change in laboratory markers of cardiovascular and diabetes risk,,No
DRD2,Aripiprazole,NCT00320671,https://clinicaltrials.gov/study/NCT00320671,Phase 4,Completed,2005-12-01,198,Schizophrenia,1,0,Percentage of Participants That Responded to Treatment,,No
DRD2,Aripiprazole,NCT00321516,https://clinicaltrials.gov/study/NCT00321516,Phase 1,Completed,2006-07-01,20,Bipolar Disorder,1,1,Comparison of Cmax (maximum drug concentration) and AUC(Tau) (exposure) of lamotrigine at the beginning of the study (Day-1) and when the subject completes the study (Day 36),Assess the safety and tolerability of aripiprazole when co-administered with lamotrigine for up to 4 weeks,No
DRD2,Aripiprazole,NCT00325689,https://clinicaltrials.gov/study/NCT00325689,Phase 4,Completed,2006-07-01,323,Schizoaffective Disorder; Schizophrenia,1,1,Evaluate the efficacy of adding Aripiprazole to atypical antipsychotic treatment via Positive and Negative Symptoms Scale (PANSS) score at endpoint,Assess efficacy according to changes in the severity of illness symptoms as measured by the Clinical Global Impressions-Severity (CGI-S),No
DRD2,Aripiprazole,NCT00328367,https://clinicaltrials.gov/study/NCT00328367,Phase 4,Completed,2005-12-01,61,Schizophrenia,6,10,Body Mass Index & Abdominal Circumference ~ Brief Psychotic Rating Scale (BPRS): Measure of efficacy will be changes in BPRS total and subscale scores from baseline to 8th week endpoint. Follow-up evaluation will be made,"Admission Battery, CBC, & EKG ~ Blood Pressure and Pulse Rate ~ Clinical Global Impression-Severity & Improvement (CGI-S & CGI-I) ~ Drug-Induced Extrapyramidal Symptoms Scale (DIEPSS) ~ Montgomery-Asberg Depression Ratin",No
DRD2,Aripiprazole,NCT00329810,https://clinicaltrials.gov/study/NCT00329810,Phase 4,Completed,2005-03-01,500,Schizophrenia,1,1,Clinical Global Impression scale at endpoint,Change in Clinical Global Impression scale and cognition scales at endpoint,No
DRD2,Aripiprazole,NCT00330863,https://clinicaltrials.gov/study/NCT00330863,Phase 4,Completed,2006-05-01,357,Schizoaffective Disorder; Schizophrenia,1,5,Substantial Clinical Deterioration Measured by Psychotic Symptoms,Control of Psychiatric Symptoms ~ Number of Days in Hospital ~ Number of Patients Discontinuing From the Study ~ Quality of Life Measures ~ Side Effects and Metabolic Measures,No
DRD2,Aripiprazole,NCT00332241,https://clinicaltrials.gov/study/NCT00332241,Phase 3,Completed,2006-06-01,98,Autistic Disorder,1,7,Mean Change (Week 8 - Baseline) in the Autistic Behavior Checklist (ABC) Irritability Subscale Score,Change From Baseline in Body Weight ~ Mean Change (Week 8 - Baseline) in CGI-Severity (CGI-S) ~ Mean Change (Week 8 - Baseline) in the Children's Yale-Brown Obsessive Compulsive Scale (CY-BOCS; Compulsion Scale Only) ~ M,No
DRD2,Aripiprazole,NCT00337571,https://clinicaltrials.gov/study/NCT00337571,Phase 3,Completed,2006-06-01,218,Autistic Disorder; Behavioral Symptoms,1,7,Mean Change (Week 8 - Baseline) in the Autistic Behavior Checklist (ABC) Irritability Subscale Score,Change From Baseline in Body Weight ~ Mean Change (Week 8 - Baseline) in CGI-Severity (CGI-S) ~ Mean Change (Week 8 - Baseline) in the Children's Yale-Brown Obsessive Compulsive Scale (CY-BOCS; Compulsion Scale Only) ~ M,No
DRD2,Aripiprazole,NCT00338273,https://clinicaltrials.gov/study/NCT00338273,Phase 3,Withdrawn,2006-12-01,0,Bipolar Disorder,1,1,Mean change from baseline to endpoint (Week 8 last observation carried forward = LOCF) on the Montgomery-Asberg Depression Rating Scale (MADRS) total score,"Mean change from baseline to endpoint on the Clinical Global Impression-Bipolar Version, severity of illness score (depression)",No
DRD2,Aripiprazole,NCT00345033,https://clinicaltrials.gov/study/NCT00345033,Phase 4,Completed,2005-03-01,38,Insulin Resistance; Schizophrenia,6,0,Change in Body Mass Index (BMI) ~ Change in Glucose Metabolism ~ Change in Insulin Resistance ~ Change in Total Cholesterol ~ Change in Triglycerides ~ Change in Weight,,No
