Toxins,Targets,Drug,Approval_yr,Action,NCT_ID,URL,Phase,Status,Start_date,Enrollment,Conditions,N_primary,N_secondary,Primary_outcome_measures,Secondary_outcome_measures,Biomarker_measures
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00573794,https://clinicaltrials.gov/study/NCT00573794,Phase 3,Completed,2007-11-28,592,Ulcerative Colitis,2,23,Mayo Score: Change From Baseline Over Time ~ Partial Mayo Score: Change From Baseline Over Time,36-Item Short Form Health Survey Version 2 (SF-36) Mental Component Score: Change From Baseline Over Time ~ 36-Item Short Form Health Survey Version 2 (SF-36) Physical Component Score: Change From Baseline Over Time ~ Cl,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00574249,https://clinicaltrials.gov/study/NCT00574249,Phase 3,Completed,2007-11-01,730,Chronic Plaque Psoriasis,1,15,Percentage of Participants Who Achieve a PASI75 Response at Week 16 Compared With Baseline (Week 0),Percent Change From Baseline in the Dermatology Life Quality Index (DLQI) Total Score at Week 12 Compared With Baseline (Week 0) ~ Percent Change From Baseline in the Dermatology Life Quality Index (DLQI) Total Score at ,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00595413,https://clinicaltrials.gov/study/NCT00595413,Phase 2,Completed,2007-09-01,311,Rheumatoid Arthritis,1,4,Percentage of Participants Achieving American College of Rheumatology 20 Response Based on C-reactive Protein (ACR20-CRP) at Week 26,Number of Participants With Treatment-Emergent Adverse Events (TEAEs) and Serious TEAEs ~ Percentage of Participants Achieving American College of Rheumatology 50 Response Based on CRP (ACR50-CRP) at Week 26 ~ Percentage,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00597623,https://clinicaltrials.gov/study/NCT00597623,Phase 3,Completed,2008-01-01,84,Hand Osteoarthritis,1,9,Level of Pain on visual analogue scale,Cochin hand index ~ DREISER'S algofunctional index ~ Duration of morning stiffness ~ Global assessment of handicap by patient ~ Global assessment of handicap by physician ~ Number of swollen joints ~ Number of tender joi,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00603993,https://clinicaltrials.gov/study/NCT00603993,Phase 3,Completed,2006-03-01,88,Rheumatoid Arthritis,1,9,"Number of Subjects With American College of Rheumatology (ACR) Criteria Improvement of at Least 20%, 50%, and 70% (ACR20/50/70 Responders, Respectively)","Duration (Minutes) of the Presence of Morning Stiffness by Visit ~ Mean Change From Baseline in C-reactive Protein (CRP), a Component of the ACR Criteria by Visit ~ Mean Change From Baseline in Disability Index of the He",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00645814,https://clinicaltrials.gov/study/NCT00645814,Phase 2,Completed,2003-03-01,148,Psoriasis,2,2,Adverse Events ~ Psoriasis Area and Severity Index,"DLQI, SF-36, Zung Depression Self-Rating Scale, EQ-5D ~ Psoriasis Area and Severity Index",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00645892,https://clinicaltrials.gov/study/NCT00645892,Phase 2,Completed,2003-11-01,32,Psoriasis,2,2,Adverse Events ~ Psoriasis Area and Severity Index,Physician's Global Assessment ~ Psoriasis Area and Severity Index,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00645905,https://clinicaltrials.gov/study/NCT00645905,Phase 2,Completed,2003-06-01,148,Psoriasis,2,2,Adverse Events ~ Psoriasis Area and Severity Index,Physician's Global Assessment ~ Psoriasis Area and Severity Index,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00646178,https://clinicaltrials.gov/study/NCT00646178,Phase 3,Completed,2003-06-01,102,Arthritis; Psoriatic,2,4,ACR20 ~ Adverse Events,ACR50/70 ~ Modified Psoriatic Arthritis Response Criteria ~ Multiple QOL Assessments ~ Physicians Global Assessment for Psoriasis,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00646191,https://clinicaltrials.gov/study/NCT00646191,Phase 2,Completed,2003-03-01,137,Psoriasis,2,3,Adverse Events ~ Psoriasis Area and Severity Index,"DLQI, SF-36, Zung Depression Self-Rating Scale, EQ-5D, VAS ~ Physician's Global Assessment ~ Psoriasis Area and Severity Index",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00646386,https://clinicaltrials.gov/study/NCT00646386,Phase 2,Completed,2003-03-01,315,Arthritis; Psoriatic,3,2,ACR20 ~ Adverse Events ~ Sharp Score,"ACR20, 50, 70 ~ Modified Psoriatic Arthritis Response Criteria, HAQ, SF-36, Physician's Global Assessment, PASI, DLQI",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00647270,https://clinicaltrials.gov/study/NCT00647270,Phase 3,Completed,2007-12-01,420,Rheumatoid Arthritis,1,4,The Number of Responders According to the American College of Rheumatology (ACR) 20 Response Criteria at Week 12 Involving the Comparison of Adalimumab 80 mg Monthly Dose Versus Placebo and Adalimumab 40 mg Every Other W,Between Group Mean Change From Baseline in Health Assessment Questionnaire Disability Index (HAQ-DI) at Week 12 (Last Observation Carried Forward [LOCF]) ~ Between Group Mean Change From Baseline in Health Assessment Que,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00647400,https://clinicaltrials.gov/study/NCT00647400,Phase 2,Completed,2006-04-01,147,Psoriasis,1,2,Number of Participants With a 50% Reduction in PASI (Psoriasis Area and Severity Index) Score Compared With Baseline PASI Score (PASI50 Response),Number of Participants With a 75% Reduction in PASI (Psoriasis Area and Severity Index) Score Compared With Baseline PASI Score (PASI75 Response) ~ Number of Participants With a 90% Reduction in PASI (Psoriasis Area and ,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00647491,https://clinicaltrials.gov/study/NCT00647491,Phase 2,Completed,2004-02-01,352,Rheumatoid Arthritis,1,3,ACR20,ACR20 ~ ACR50 ~ ACR70,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00647920,https://clinicaltrials.gov/study/NCT00647920,Phase 3,Completed,2003-07-01,47,Rheumatoid Arthritis,1,2,ACR20,ACR50 ~ ACR70,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00649545,https://clinicaltrials.gov/study/NCT00649545,,Approved For Marketing,,,Rheumatoid Arthritis,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00649922,https://clinicaltrials.gov/study/NCT00649922,Phase 4,Completed,2003-10-01,226,Rheumatoid Arthritis,2,3,Blood Samples for Pneumococcal Antibody Assay ~ Blood samples for Influenza A & B antibody Assay,Adverse events ~ Laboratory assessments ~ Vitals signs,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00650026,https://clinicaltrials.gov/study/NCT00650026,,Approved For Marketing,,,Rheumatoid Arthritis,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00650156,https://clinicaltrials.gov/study/NCT00650156,Phase 1,Completed,2007-06-01,24,Rheumatoid Arthritis,1,3,pharmacokinetic profile of a single subcutaneous dose of 40 and 80 mg adalimumab,Adverse event profile ~ Swollen and Tender Joint counts ~ VAS assessments,Yes
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00650390,https://clinicaltrials.gov/study/NCT00650390,,Approved For Marketing,,,Rheumatoid Arthritis,0,0,,,
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00660647,https://clinicaltrials.gov/study/NCT00660647,Phase 3,Completed,2007-09-01,180,"Arthritis, Rheumatoid",1,1,Number of patients who achieve a DAS28 < 3.2,Changes in DAS28 from start of treatment,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00667355,https://clinicaltrials.gov/study/NCT00667355,Phase 3,Completed,2008-02-01,41,Ankylosing Spondylitis,1,18,Number of Subjects Achieving Assessment in Ankylosing Spondylitis 20 (ASAS 20) at Week 12,Mean Change From Baseline in 36-Item Short Form (SF-36) Questionnaire ~ Mean Change From Baseline in Bath Ankylosing Spondylitis Functional Index (BASFI) ~ Mean Change From Baseline in Bath Ankylosing Spondylitis Metrolo,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00686374,https://clinicaltrials.gov/study/NCT00686374,Phase 3,Completed,2008-05-01,100,Crohn's Disease,2,6,Number of Participants Who Achieved Pediatric Crohn's Disease Activity Index (PCDAI) Clinical Remission Over Time ~ Number of Participants With Clinical Response as Defined by Pediatric Crohn's Disease Activity Index (PC,Mean Change From Baseline in Crohn's Disease Activity Index (CDAI) Over Time ~ Mean Change From Baseline in Pediatric Crohn's Disease Activity Index (PCDAI) Over Time ~ Number of Participants Who Were in Crohn's Disease ,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00686439,https://clinicaltrials.gov/study/NCT00686439,Phase 1,Completed,2008-06-01,20,Osteoarthritis,1,1,OARSI/OMERACT response,WOMAC Patient Global MRI,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00690573,https://clinicaltrials.gov/study/NCT00690573,Phase 3,Completed,2008-05-01,25,Juvenile Rheumatoid Arthritis,1,4,Number of Subjects Achieving Pediatric American College of Rheumatology 30% (PedACR30) Response at Week 16,Mean Serum Adalimumab Concentration ~ Number of Subjects Achieving PedACR 30/50/70 Responses ~ Number of Subjects Achieving PedACR50 and PedACR70 Responses at Week 16 ~ Number of Subjects Positive for Anti-adalimumab Ant,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00690846,https://clinicaltrials.gov/study/NCT00690846,Phase 2,Withdrawn,2007-07-01,0,Pyoderma Gangrenosum,1,0,Mean change in the number of ulcers.,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00690911,https://clinicaltrials.gov/study/NCT00690911,Phase 2,Withdrawn,,0,Sarcoidosis,1,1,Change in PGA score.,"Number of complete responders, partial responders, minimal responders, and non-responders",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00696059,https://clinicaltrials.gov/study/NCT00696059,Phase 4,Completed,2004-08-01,52,Arthritis; Joint Diseases; Rheumatoid Arthritis,1,0,By means of computed tomography and magnetic resonance imaging to investigate if repair of bone erosion occurs in rheumatoid arthritis joints during adalimumab (Humira) therapy,,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00724672,https://clinicaltrials.gov/study/NCT00724672,,Withdrawn,2008-09-01,0,Rheumatoid Arthritis,1,1,Gene expression (under- or overexpression) in the peripheral blood mononuclear cells,Disease Activity measured by DAS28,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00726804,https://clinicaltrials.gov/study/NCT00726804,Phase 4,Terminated,2008-03-01,7,SPONDYLOARTHRITIS,1,1,Flair-up in disease activity in axial arthritis and therapeutic response at re-starting TNF-alpha inhibitors,"Bath ankylosing spondylitis disaease activity score, Bath ankylosing spondylitis functional index, Bath ankylosing spondylitis metrology index, C-Reactive protein, MRI, biomarkers of inflammation, cartilage and bone turn",Yes
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00735787,https://clinicaltrials.gov/study/NCT00735787,Phase 4,Completed,2008-08-01,81,Psoriasis,1,19,Number of Subjects With Physician's Global Assessment of Psoriasis (PGA) of Clear or Almost Clear at Week 16,"Mean Change From Baseline in Dermatology Life Quality Index (DLQI) ~ Mean Change From Baseline in ESIF for Palms ~ Mean Change From Baseline in ESIF for Soles ~ Mean Change From Baseline in Erythema, Scaling, Induration,",No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00736983,https://clinicaltrials.gov/study/NCT00736983,Phase 3,Completed,2008-09-01,76,Crohn's Disease With Perianal Fistulas,1,1,Reduction of 50% or more from baseline to week 12 in the number of draining perianal fistulas.,Proportion of patients in remission,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00761514,https://clinicaltrials.gov/study/NCT00761514,Phase 4,Terminated,2006-11-01,14,Rheumatoid Arthritis,1,1,"Percent Change From Baseline to Week 24 in Average Score on Section 1 of the Modified Multi-Dimensional Health Assessment Questionnaire (mHAQ) That Includes Ratings of Sleep, Anxiety, Depression or Feeling Blue, and Abil",Percent Change From Baseline to Week 24 in Average Score on the Short Disease Activity Score,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00775437,https://clinicaltrials.gov/study/NCT00775437,Phase 3,Completed,2009-03-01,32,Juvenile Idiopathic Arthritis,1,46,Number of Participants With Treatment-Emergent Adverse Events (TEAEs),Active Joint Counts (AJC73): Mean Change From Baseline to Each Visit ~ Alanine Aminotransferase (SGPT/ALT): Mean Change From Baseline to Each Visit ~ Alkaline Phosphatase (ALP): Mean Change From Baseline to Each Visit ~ ,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00783510,https://clinicaltrials.gov/study/NCT00783510,,Completed,2008-07-11,849,JIA; Juvenile Idiopathic Arthritis,2,7,Incidence of Adverse Events (AEs) of Interest ~ Incidence of Serious Adverse Events (SAEs),Child Health Questionnaire (CHQ-PF50) ~ Juvenile arthritis disease activity score (JADAS) ~ Pediatric American College of Rheumatology (PedACR) - 30 ~ Pediatric American College of Rheumatology (PedACR) 50 ~ Pediatric Am,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00796705,https://clinicaltrials.gov/study/NCT00796705,Phase 4,Terminated,2008-11-01,13,Rheumatoid Arthritis,2,6,Change in the Disease Activity Score Using C-reactive Protein (DAS28[CRP]) From Baseline to Week 12 in Non-Switchers Versus Switchers. ~ Change in the Disease Activity Score Using C-reactive Protein (DAS28[CRP]) From Bas,Participants With a Decrease in Disease Activity Score Using C-reactive Protein (DAS28[CRP]) Value of >1.2 From Baseline to Week 12 (European League Against Rheumatism (EULAR) Definition of a Moderate Response) ~ Partici,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00808509,https://clinicaltrials.gov/study/NCT00808509,Phase 4,Completed,2009-01-01,33,"Arthritis, Rheumatoid",2,43,Percentage of Participants in Remission at Week 28 ~ Percentage of Participants in Remission at Week 28 in the Full Analysis Set 2 (FAS2),Change From Baseline in Radiological Modified Total Sharp Score ~ European Quality of Life-5 Dimensions (EQ-5D) Anxiety/Depression Score by Visit ~ European Quality of Life-5 Dimensions (EQ-5D) Mobility Score by Visit ~ ,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00814255,https://clinicaltrials.gov/study/NCT00814255,Phase 2,Completed,2008-12-01,32,Focal Segmental Glomerulosclerosis,1,4,Number of Participants With a Reduction in Proteinuria at 6 Months by > 50% of the Value at Screening AND Stable GFR Defined as Greater Than 75 ml/Min/1.73m2 in Those With an Initial Value Above 90 OR Within 25% of Basel,Number of Participants With Adverse Events ~ Patient Satisfaction Score Using the Treatment Satisfaction Questionnaire for Medication (TSQM Questionnaire) ~ Percent Change in Proteinuria ~ Percent Change in or Time to Do,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00814866,https://clinicaltrials.gov/study/NCT00814866,N/A,Completed,2008-09-01,28,Rheumatoid Arthritis,3,3,The amount of bone resorption in vitro ~ The number of osteoclast precursor (CD14+) cells in the peripheral blood ~ The number of osteoclasts genereated in vitro,Change in functionnal status measured by the M-HAQ ~ Disease activity defined by the DAS28 score ~ Osteoclast differentiation in the presence of exogenous Adalimumab,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00827996,https://clinicaltrials.gov/study/NCT00827996,Phase 2,Completed,2007-02-01,10,Hidradenitis Suppurativa,1,2,To assess the efficacy and safety of adalimumab in subjects with moderate to severe hidradenitis suppurativa. Efficacy will be evaluated using the included Hidradenitis Suppurativa Severity Index (HSSI).,To evaluate the ability of adalimumab to maintain suppression of the disease. ~ To evaluate the role of TNF alpha in the pathogenesis of hidradenitis suppurativa.,No
mptp; paraquat; rotenone; trichloroethylene,TNF,Adalimumab,2002,INHIBITOR,NCT00837434,https://clinicaltrials.gov/study/NCT00837434,Phase 4,Completed,2009-03-01,63,Rheumatoid Arthritis,1,6,Percentage of CD27+ Switched Memory B Cells at Week 12,"Percentage of Participants Fulfilling DAS-28-CRP ""Good or Moderate Response"" Criteria at Week 12 ~ Percentage of Participants Fulfilling DAS-28-CRP ""Good or Moderate Response"" Criteria at Week 24 ~ Percentage of Particip",No
